config,qid,rank_complete,oracle_beneficial,edited,support_complete_delta,support_recall_delta,added_gold,added_non_gold,removed_gold,removed_non_gold,hard_negative_types
margin15,0dc9691b087911ebbd67ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,ec70a8a208a311ebbd7cac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,0083038e0bde11eba7f7acde48001122,False,True,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,6b8402c40bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,d9c894ec0bd911eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,4d3ab509099c11ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a9e322b20bdc11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,8f783c7a0bda11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,b642318c0bdd11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,a52e9e1908b711ebbd88ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,fcdafe320bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,7d87730c087211ebbd66ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,ee5cf4a008a711ebbd7fac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,037da85d08c611ebbd90ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,e15d99380bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f05423560bda11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,0ce9a92008ed11ebbda7ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,7d7237ac08a011ebbd78ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,90c8793c087411ebbd67ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,63c16246095211ebbdaeac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,48e6d06e086f11ebbd62ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,d18fc6640bda11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,4a11106f08ea11ebbda7ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a457e11c0bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,632fcc82085611ebbd59ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,076288460bde11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,402c6e0008c611ebbd90ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,9523a3df088911ebbd6eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,5ff291a80bda11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a08aa2a9089111ebbd73ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,63240f22089d11ebbd78ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,fde95590089c11ebbd78ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,3bb9c0740bb011ebab90acde48001122,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,dfb1d2c8085611ebbd59ac1f6bf848b6,True,False,True,-1.0,-0.25,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,e7dc72940baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""low_signal_deep_negative"": 1}"
margin15,764446780bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,bb97d66208ba11ebbd88ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,f1a794f20bdc11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,47bb70600bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,6cbb0ed6089911ebbd77ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,594ca25608df11ebbda0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a431a93808d511ebbd98ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,421d07aa0bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,3f48bc400bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,c68eb0be08e611ebbda5ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,ab28bfb6097d11ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,0f97e1f3096f11ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,3ab846860bde11eba7f7acde48001122,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,8cd3fe6c0baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,0d9251260baf11ebab90acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,8cdc97de0bdc11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,178a2b9408d611ebbd98ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,d73fa07c0bdd11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,9bc54aba0bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,36b8644508af11ebbd83ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,81e0d683087c11ebbd6aac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,689d225009b411ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,5cbb015f087511ebbd67ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,0016373a0bda11eba7f7acde48001122,False,True,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,ccd086f80bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,965e667e0bdd11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,49ccfdfa08ce11ebbd94ac1f6bf848b6,False,True,True,0.0,0.25,1,0,0,1,{}
margin15,43eb7b380bde11eba7f7acde48001122,False,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,f48667b80bda11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,d6e9771908dd11ebbd9eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,bd9609880bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,748446060bdb11eba7f7acde48001122,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,e2de58500bd911eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f04cc9b408d611ebbd99ac1f6bf848b6,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,5c7842780baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,0c24f02e08c711ebbd91ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,84c99c760bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,f253a3040bdd11eba7f7acde48001122,True,False,True,-1.0,-0.5,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,8dcaaf24089811ebbd77ac1f6bf848b6,True,False,True,-1.0,-0.25,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,43d8b52c0baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,63ccce2308cb11ebbd92ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,15d1892108ef11ebbda8ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,755fdd7c08a411ebbd7cac1f6bf848b6,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,94198d580bb011ebab90acde48001122,False,True,True,0.0,0.5,1,0,0,1,{}
margin15,0ecb27fa0bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,e9e18ee608d811ebbd9cac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,77ccf6e40bdd11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,287c0ebf08b411ebbd87ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,cebd0a2a089a11ebbd77ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,6b6a5a7f092e11ebbdaeac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,843ef89008fa11ebbdacac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,7efb04e708a011ebbd78ac1f6bf848b6,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,96b7c1a60bdd11eba7f7acde48001122,False,True,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,121ddeae0bdc11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,3ed2ba7a0bda11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,77f521780bb011ebab90acde48001122,True,False,True,-1.0,-0.5,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,0868539a0bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,b088d3ca08e211ebbda4ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,44e9813a0bdc11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,2ccc68a108fe11ebbdadac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,29bf69d20bb011ebab90acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,acbf27ee089211ebbd73ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,3040e4fb085611ebbd59ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,696ce7cd08be11ebbd8aac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,c531e7560baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""bridge_entity_distractor"": 1}"
margin15,0cafe4700bb011ebab90acde48001122,False,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,60402bf80bde11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,fe2dd4b20bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,d5cee073085911ebbd5bac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,6ee6201a0bdc11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,1b36c01f08df11ebbd9fac1f6bf848b6,True,False,True,0.0,0.0,0,1,0,1,"{""answer_string_distractor"": 1}"
margin15,095c87880bdd11eba7f7acde48001122,False,True,True,0.0,0.0,0,1,0,1,"{""answer_string_distractor"": 1}"
margin15,81c9a46c0bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,1cf6b11808a111ebbd78ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f20ae8a80bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,86ea0e1e0bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,e42d315308f711ebbdaaac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,bbfe9c84087511ebbd67ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,1fa46e26084911ebbd55ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,4f8e349e08e111ebbda2ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f0faeb9a0bdb11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,182ecc9a0baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""low_signal_deep_negative"": 1}"
margin15,bcc4e26c08c111ebbd8bac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,31e34c220bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,38e0bdd2094e11ebbdaeac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,37f3bd380baf11ebab90acde48001122,False,False,True,0.0,0.0,0,1,0,1,"{""semantic_hard_negative"": 1}"
margin15,b8ef144a0bdd11eba7f7acde48001122,False,True,True,1.0,0.5,1,0,0,1,{}
margin15,5caef2f8096411ebbdafac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,0856e5d4085b11ebbd5cac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,498dc8a2089111ebbd72ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,5d3230dc0bde11eba7f7acde48001122,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,350ec8b80bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,ee212a820bdc11eba7f7acde48001122,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,337c710c08b511ebbd88ac1f6bf848b6,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,c46f575c0bd911eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""bridge_entity_distractor"": 1}"
margin15,75668b40094111ebbdaeac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,82de9a9f088911ebbd6eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,5f2bb1060bd911eba7f7acde48001122,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,92ae94d309bb11ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f6582e180bae11ebab90acde48001122,False,False,True,0.0,0.0,0,1,0,1,"{""answer_string_distractor"": 1}"
margin15,ea294116094111ebbdaeac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,c4bdfbea08c911ebbd92ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,9a7f003a0bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,6a4840d608dc11ebbd9cac1f6bf848b6,False,True,True,0.0,0.0,0,1,0,1,"{""bridge_entity_distractor"": 1}"
margin15,c213141e08e411ebbda4ac1f6bf848b6,True,False,True,0.0,0.0,0,1,0,1,"{""answer_string_distractor"": 1}"
margin15,7f95fed108f511ebbdaaac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a488d6e2089211ebbd73ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,8540ae66088011ebbd6cac1f6bf848b6,False,True,True,0.0,0.0,0,1,0,1,"{""low_signal_deep_negative"": 1}"
margin15,3d2069fe0bb011ebab90acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,db9c6d860baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,73a066fc085c11ebbd5cac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,a5e0af240bda11eba7f7acde48001122,True,False,True,-1.0,-0.5,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,cce5bb160bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,bfec064d089311ebbd75ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,e2c19fd80bae11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,ebd237d60bdb11eba7f7acde48001122,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,eeb017fa0bdd11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,f1e802100bd911eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,87af20a9086c11ebbd61ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,2330faf1097511ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,b7d447220bda11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,77fc4f840bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,a8a18e800bdb11eba7f7acde48001122,False,True,True,1.0,0.5,1,0,0,1,{}
margin15,90c0b632086c11ebbd61ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,322dc9a2087b11ebbd67ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,5037e45b08cb11ebbd92ac1f6bf848b6,False,True,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,f4c82ea208a411ebbd7dac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,62ab4e000bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,3b1002a40bde11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,1bb1993c0bb011ebab90acde48001122,False,True,True,1.0,0.5,1,0,0,1,{}
margin15,ec8167b208a011ebbd78ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,69c0bb76087711ebbd67ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,ac1b9ee108b911ebbd88ac1f6bf848b6,False,True,True,1.0,0.5,1,0,0,1,{}
margin15,29524701085711ebbd5aac1f6bf848b6,False,True,True,0.0,-0.25,0,1,1,0,"{""lexical_hard_negative"": 1}"
margin15,a0a66ec40bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f7ddb2ce0bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,6a419ba2087611ebbd67ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,b3b6e11708cb11ebbd92ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,dced4bf7089e11ebbd78ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,fb9c5cb208c411ebbd8eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,c2cc1ed9086611ebbd5eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,38c774800bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,655027de0bb011ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,8b5f752e0bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,37490a640baf11ebab90acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,f6ac1b13089e11ebbd78ac1f6bf848b6,False,True,False,0.0,0.0,0,0,0,0,{}
margin15,31df8b0a0bde11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,deea59ca0bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,b4b59c3d085e11ebbd5cac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,288f010c0bde11eba7f7acde48001122,True,False,True,0.0,0.0,0,1,0,1,"{""lexical_hard_negative"": 1}"
margin15,2e4804e8086611ebbd5eac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,38ecffde0bdb11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,eb3d62d608ad11ebbd83ac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
margin15,cb17bffe089611ebbd76ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,f2d62e4b09b511ebbdb0ac1f6bf848b6,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,584ec9960bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,c6243b900bdd11eba7f7acde48001122,True,False,False,0.0,0.0,0,0,0,0,{}
margin15,821e65dc086911ebbd5eac1f6bf848b6,False,False,False,0.0,0.0,0,0,0,0,{}
