dataset,base_dataset,query_index,query_idx,question,method,gold_doc_count,support_hit_count,support_recall,support_complete,missing_count,selected_positions_json,selected_titles_json,missing_titles_json,rankgpt_parse_ok,rankgpt_prompt_has_no_think,rankgpt_selected_count,rankgpt_parse_source,rankgpt_error
2Wiki,2wikimultihopqa,2,2,What is the place of birth of the performer of song Changed It?,rankgpt_rank5_no_think,2,1,0.5,0,1,"[0, 17, 45, 28, 44]","[""Changed It"", ""Chris Brown"", ""Jamie Foxx"", ""Fine by Me (Chris Brown song)"", ""Iraqi nationality law""]","[""Nicki Minaj""]",1,1,5,json,
2Wiki,2wikimultihopqa,2,2,What is the place of birth of the performer of song Changed It?,rankgpt_select5_no_think,2,1,0.5,0,1,"[0, 17, 45, 5, 28]","[""Changed It"", ""Chris Brown"", ""Jamie Foxx"", ""You Changed Me"", ""Fine by Me (Chris Brown song)""]","[""Nicki Minaj""]",1,1,5,json,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,dbec_selective,2,2,1.0,1,0,"[77, 0, 1, 81, 2]","[""Abdul-Vahed Niyazov"", ""Nasamkhrali"", ""Marufabad"", ""Where Are You"", ""Ampelakia, Evros""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Marufabad"", ""Nasamkhrali"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 2, 3, 5]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Qaleh-ye Zaras""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""Aldri annet enn bråk"", ""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",setr_faithful,4,4,1.0,1,0,"[1, 2, 3, 0, 4]","[""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Aldri annet enn bråk"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",dbec_selective,4,3,0.75,0,1,"[99, 1, 2, 0, 3]","[""Arne Toonen"", ""Edith Carlmar"", ""God's Gift to Women"", ""Aldri annet enn bråk"", ""Altid ballade""]","[""Michael Curtiz""]",,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",rankgpt_rank5_no_think,4,3,0.75,0,1,"[2, 4, 1, 5, 10]","[""God's Gift to Women"", ""Michael Curtiz"", ""Edith Carlmar"", ""Bedre enn sitt rykte"", ""Júdás""]","[""Aldri annet enn bråk""]",1,1,5,json,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",rankgpt_select5_no_think,4,3,0.75,0,1,"[2, 4, 5, 1, 16]","[""God's Gift to Women"", ""Michael Curtiz"", ""Bedre enn sitt rykte"", ""Edith Carlmar"", ""Brink of Life""]","[""Aldri annet enn bråk""]",1,1,5,json,
HotpotQA,hotpotqa,0,0,what is one of the stars of  The Newcomers known for,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Newcomers (film)"", ""Chris Evans (actor)"", ""Straw Dogs (2011 film)"", ""12 Years a Slave (score)"", ""Wheelock Whitney""]",[],,,,,
HotpotQA,hotpotqa,0,0,what is one of the stars of  The Newcomers known for,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Newcomers (film)"", ""Chris Evans (actor)"", ""Straw Dogs (2011 film)"", ""12 Years a Slave (score)"", ""Wheelock Whitney""]",[],,,,,
HotpotQA,hotpotqa,0,0,what is one of the stars of  The Newcomers known for,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Chris Evans (actor)"", ""The Newcomers (film)"", ""Straw Dogs (2011 film)"", ""12 Years a Slave (score)"", ""Wheelock Whitney""]",[],,,,,
HotpotQA,hotpotqa,0,0,what is one of the stars of  The Newcomers known for,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 1, 14, 39, 50]","[""The Newcomers (film)"", ""Chris Evans (actor)"", ""Spider-Man: Homecoming"", ""Steven T. Byington"", ""Rebecca Rigg""]",[],1,1,5,json,
HotpotQA,hotpotqa,0,0,what is one of the stars of  The Newcomers known for,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 14, 21, 39]","[""The Newcomers (film)"", ""Chris Evans (actor)"", ""Spider-Man: Homecoming"", ""Fantastic Four (2015 film)"", ""Steven T. Byington""]",[],1,1,5,json,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""He Who Whispers"", ""Pepe Carvalho"", ""Nick Carter, Master Detective""]",[],,,,,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""He Who Whispers"", ""Pepe Carvalho"", ""Nick Carter, Master Detective""]",[],,,,,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""He Who Whispers"", ""Pepe Carvalho"", ""Nick Carter, Master Detective""]",[],,,,,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 3, 8, 2]","[""Sherlock Holmes"", ""The Adventure of the Seven Clocks"", ""Pepe Carvalho"", ""The Return of Sherlock Holmes (1929 film)"", ""He Who Whispers""]",[],1,1,5,json,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 3, 20, 8]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""Pepe Carvalho"", ""Hazell (TV series)"", ""The Return of Sherlock Holmes (1929 film)""]",[],1,1,5,json,
HotpotQA,hotpotqa,2,2,The Distribution of Industry act was passed by a man who was prime minister when? ,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Industry Act 1975"", ""Distribution of Industry Act 1950"", ""Clement Attlee"", ""Arthur Balfour"", ""James Callaghan""]",[],,,,,
HotpotQA,hotpotqa,2,2,The Distribution of Industry act was passed by a man who was prime minister when? ,setr_faithful,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""Distribution of Industry Act 1950"", ""Clement Attlee"", ""Industry Act 1975"", ""Arthur Balfour"", ""James Callaghan""]",[],,,,,
HotpotQA,hotpotqa,2,2,The Distribution of Industry act was passed by a man who was prime minister when? ,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Industry Act 1975"", ""Distribution of Industry Act 1950"", ""Clement Attlee"", ""Arthur Balfour"", ""James Callaghan""]",[],,,,,
HotpotQA,hotpotqa,2,2,The Distribution of Industry act was passed by a man who was prime minister when? ,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 2, 22, 4, 5]","[""Distribution of Industry Act 1950"", ""Clement Attlee"", ""Deputy prime minister"", ""James Callaghan"", ""Prime Minister of Northern Ireland""]",[],1,1,5,json,
HotpotQA,hotpotqa,2,2,The Distribution of Industry act was passed by a man who was prime minister when? ,rankgpt_select5_no_think,2,2,1.0,1,0,"[1, 2, 0, 11, 47]","[""Distribution of Industry Act 1950"", ""Clement Attlee"", ""Industry Act 1975"", ""Harold Holt"", ""Yeomen of the Guard""]",[],1,1,5,json,
HotpotQA,hotpotqa,3,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Battle of Langside"", ""Marian civil war"", ""Loch Leven Castle"", ""Battle of Tillieangus"", ""Battle of Carberry Hill""]",[],,,,,
HotpotQA,hotpotqa,3,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",setr_faithful,2,2,1.0,1,0,"[0, 2, 4, 1, 3]","[""Battle of Langside"", ""Loch Leven Castle"", ""Battle of Carberry Hill"", ""Marian civil war"", ""Battle of Tillieangus""]",[],,,,,
HotpotQA,hotpotqa,3,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",dbec_selective,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""Marian civil war"", ""Loch Leven Castle"", ""Battle of Langside"", ""Battle of Tillieangus"", ""Battle of Carberry Hill""]",[],,,,,
HotpotQA,hotpotqa,3,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 2, 6, 51, 41]","[""Marian civil war"", ""Loch Leven Castle"", ""Adam Gordon of Auchindoun"", ""The Skye Boat Song"", ""Cowie Water""]",[],1,1,5,json,
HotpotQA,hotpotqa,3,3,"Sparking the Marian civil war, who helped the recently abdicated queen to escape her imprisonment?",rankgpt_select5_no_think,2,1,0.5,0,1,"[1, 6, 4, 37, 51]","[""Marian civil war"", ""Adam Gordon of Auchindoun"", ""Battle of Carberry Hill"", ""Jacobean architecture"", ""The Skye Boat Song""]","[""Loch Leven Castle""]",1,1,5,json,
HotpotQA,hotpotqa,4,4,In which county is the town in which Raymond Robertsen was born ?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raymond Robertsen"", ""Hammerfest"", ""Julius Middelthun"", ""Raymond, Washington"", ""Raymond, Alberta""]",[],,,,,
HotpotQA,hotpotqa,4,4,In which county is the town in which Raymond Robertsen was born ?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raymond Robertsen"", ""Hammerfest"", ""Julius Middelthun"", ""Raymond, Washington"", ""Raymond, Alberta""]",[],,,,,
HotpotQA,hotpotqa,4,4,In which county is the town in which Raymond Robertsen was born ?,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Hammerfest"", ""Raymond Robertsen"", ""Julius Middelthun"", ""Raymond, Washington"", ""Raymond, Alberta""]",[],,,,,
HotpotQA,hotpotqa,4,4,In which county is the town in which Raymond Robertsen was born ?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 1, 4, 5, 7]","[""Raymond Robertsen"", ""Hammerfest"", ""Raymond, Alberta"", ""Raymond, Maine"", ""Raymond, Wisconsin""]",[],1,1,5,json,
HotpotQA,hotpotqa,4,4,In which county is the town in which Raymond Robertsen was born ?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 4, 5, 7]","[""Raymond Robertsen"", ""Hammerfest"", ""Raymond, Alberta"", ""Raymond, Maine"", ""Raymond, Wisconsin""]",[],1,1,5,json,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""Iker Muniain"", ""Lionel Messi""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,setr_faithful,2,2,1.0,1,0,"[0, 1, 6, 7, 11]","[""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,dbec_selective,2,2,1.0,1,0,"[0, 1, 13, 2, 3]","[""FC Barcelona"", ""FC Barcelona"", ""List of international goals scored by Lionel Messi"", ""FC Barcelona"", ""Iker Muniain""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 3, 14, 17, 19]","[""FC Barcelona"", ""Iker Muniain"", ""FC Barcelona"", ""List of La Liga top scorers"", ""List of La Liga top scorers""]",[],1,1,5,json,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,rankgpt_select5_no_think,2,2,1.0,1,0,"[1, 14, 17, 3, 20]","[""FC Barcelona"", ""FC Barcelona"", ""List of La Liga top scorers"", ""Iker Muniain"", ""Jesús Aranguren""]",[],1,1,5,json,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",source_order,3,2,0.6666666666666666,0,1,"[0, 1, 2, 3, 4]","[""Warsaw Pact"", ""Molotov–Ribbentrop Pact"", ""Warsaw Pact"", ""Allies of World War II"", ""Warsaw Pact""]","[""Szlachta""]",,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",setr_faithful,3,2,0.6666666666666666,0,1,"[1, 3, 0, 2, 4]","[""Molotov–Ribbentrop Pact"", ""Allies of World War II"", ""Warsaw Pact"", ""Warsaw Pact"", ""Warsaw Pact""]","[""Szlachta""]",,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",dbec_selective,3,3,1.0,1,0,"[0, 23, 1, 85, 2]","[""Warsaw Pact"", ""Soviet Union in World War II"", ""Molotov–Ribbentrop Pact"", ""Szlachta"", ""Warsaw Pact""]",[],,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",rankgpt_rank5_no_think,3,2,0.6666666666666666,0,1,"[1, 2, 17, 24, 52]","[""Molotov–Ribbentrop Pact"", ""Warsaw Pact"", ""Molotov–Ribbentrop Pact"", ""Molotov–Ribbentrop Pact"", ""Molotov–Ribbentrop Pact""]","[""Szlachta""]",1,1,5,json,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",rankgpt_select5_no_think,3,2,0.6666666666666666,0,1,"[1, 2, 11, 22, 24]","[""Molotov–Ribbentrop Pact"", ""Warsaw Pact"", ""Warsaw Pact"", ""Molotov–Ribbentrop Pact"", ""Molotov–Ribbentrop Pact""]","[""Szlachta""]",1,1,5,json,
MuSiQue,musique,2,2,What county is Erik Hort's birthplace a part of?,source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""Erik Hort"", ""Niels Juel"", ""Phillip Buffington"", ""Ingmar Bergman"", ""Hertfordshire""]","[""Montebello, New York""]",,,,,
MuSiQue,musique,2,2,What county is Erik Hort's birthplace a part of?,setr_faithful,2,2,1.0,1,0,"[0, 8, 1, 2, 3]","[""Erik Hort"", ""Montebello, New York"", ""Niels Juel"", ""Phillip Buffington"", ""Ingmar Bergman""]",[],,,,,
MuSiQue,musique,2,2,What county is Erik Hort's birthplace a part of?,dbec_selective,2,2,1.0,1,0,"[8, 0, 1, 2, 3]","[""Montebello, New York"", ""Erik Hort"", ""Niels Juel"", ""Phillip Buffington"", ""Ingmar Bergman""]",[],,,,,
MuSiQue,musique,2,2,What county is Erik Hort's birthplace a part of?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 8, 3, 26, 30]","[""Erik Hort"", ""Montebello, New York"", ""Ingmar Bergman"", ""Elizabeth Berg (author)"", ""Minnesota State Capitol""]",[],1,1,5,json,
MuSiQue,musique,2,2,What county is Erik Hort's birthplace a part of?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 8, 36, 46, 68]","[""Erik Hort"", ""Montebello, New York"", ""Qiantong, Zhejiang"", ""Anne Simonett"", ""Sten Ziegler""]",[],1,1,5,json,
MuSiQue,musique,3,3,What year did the publisher of Labyrinth end?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Acornsoft"", ""Labyrinth (1984 video game)"", ""Starship Command"", ""The Devil's Labyrinth"", ""Spectrum HoloByte""]",[],,,,,
MuSiQue,musique,3,3,What year did the publisher of Labyrinth end?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Acornsoft"", ""Labyrinth (1984 video game)"", ""Starship Command"", ""The Devil's Labyrinth"", ""Spectrum HoloByte""]",[],,,,,
MuSiQue,musique,3,3,What year did the publisher of Labyrinth end?,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Acornsoft"", ""Labyrinth (1984 video game)"", ""Starship Command"", ""The Devil's Labyrinth"", ""Spectrum HoloByte""]",[],,,,,
MuSiQue,musique,3,3,What year did the publisher of Labyrinth end?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 2, 37, 31]","[""Labyrinth (1984 video game)"", ""Acornsoft"", ""Starship Command"", ""Minos"", ""Pokémon Trading Card Game""]",[],1,1,5,json,
MuSiQue,musique,3,3,What year did the publisher of Labyrinth end?,rankgpt_select5_no_think,2,2,1.0,1,0,"[1, 0, 2, 34, 40]","[""Labyrinth (1984 video game)"", ""Acornsoft"", ""Starship Command"", ""Thomas Hatchard"", ""Upstage (magazine)""]",[],1,1,5,json,
MuSiQue,musique,4,4,When was Lady Godiva's birthplace abolished?,source_order,2,0,0.0,0,2,"[0, 1, 2, 3, 4]","[""List of governors-general of India"", ""Pyrgiotissa"", ""Cuthred of Kent"", ""Lordship of Frisia"", ""Terry Homestead""]","[""Mercia"", ""Spalding Priory""]",,,,,
MuSiQue,musique,4,4,When was Lady Godiva's birthplace abolished?,setr_faithful,2,1,0.5,0,1,"[5, 14, 0, 1, 2]","[""Spalding Priory"", ""Sargodha Division"", ""List of governors-general of India"", ""Pyrgiotissa"", ""Cuthred of Kent""]","[""Mercia""]",,,,,
MuSiQue,musique,4,4,When was Lady Godiva's birthplace abolished?,dbec_selective,2,1,0.5,0,1,"[3, 5, 0, 1, 2]","[""Lordship of Frisia"", ""Spalding Priory"", ""List of governors-general of India"", ""Pyrgiotissa"", ""Cuthred of Kent""]","[""Mercia""]",,,,,
MuSiQue,musique,4,4,When was Lady Godiva's birthplace abolished?,rankgpt_rank5_no_think,2,0,0.0,0,2,"[85, 66, 3, 9, 61]","[""Thomas Tudor Tucker"", ""Trail of Tears"", ""Lordship of Frisia"", ""Kavangoland"", ""Louis Philippe I""]","[""Mercia"", ""Spalding Priory""]",1,1,5,json,
MuSiQue,musique,4,4,When was Lady Godiva's birthplace abolished?,rankgpt_select5_no_think,2,1,0.5,0,1,"[5, 37, 3, 6, 9]","[""Spalding Priory"", ""Eleanor of England, Countess of Leicester"", ""Lordship of Frisia"", ""Damaraland"", ""Kavangoland""]","[""Mercia""]",1,1,5,json,
