dataset,base_dataset,query_index,question,gold_title,source_best_gold_rank,best_probe_rank,rank_improvement,baseline_hit_at_3,baseline_hit_at_5,baseline_hit_at_10,baseline_hit_at_20,probe_hit_at_3,probe_hit_at_5,probe_hit_at_10,probe_hit_at_20,new_hit_at_3,new_hit_at_5,new_hit_at_10,new_hit_at_20,best_probe_score,best_probe_entity,best_probe_reason,best_requirement_id,best_requirement_subquery,best_upstream_position,best_upstream_title,best_support_span,failure_reason,entity_outputs_json
MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Warner Records,21,11,10,0,0,0,0,0,0,0,1,0,0,0,1,18.0,19 Entertainment,body_token_overlap,s2,Which record label does that performer belong to?,9,American Idol,"19 Recordings, a recording label owned by 19 Entertainment, currently hold the rights to phonographic material recorded by all the contestants.",top20_not_top10,"[{""query_index"": 441, ""entity"": ""Christopher Cro"", ""support_span"": ""Every Turn of the World is the third studio album by Christopher Cross, recorded and released in 1985."", ""why"": ""The upstream document explicitly states that Christopher Cross is the performer of the song Every Turn of the World."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label does that performer belong to?"", ""upstream_position"": 0, ""upstream_title"": ""Every Turn of the World""}, {""query_index"": 441, ""entity"": ""Blue Note"", ""support_span"": ""Label Blue Note"", ""why"": ""The upstream document explicitly mentions 'Label Blue Note' as the record label for the song 'Turn Me On' by Norah Jones, which is the performer in question."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label does that performer belong to?"", ""upstream_position"": 1, ""upstream_title"": ""Turn Me On (Mark Dinning song)""}, {""query_index"": 441, ""entity"": ""19 Entertainment"", ""support_span"": ""19 Recordings, a recording label owned by 19 Entertainment, currently hold the rights to phonographic material recorded by all the contestants."", ""why"": ""The upstream document states that 19 Recordings is owned by 19 Entertainment, which is directly relevant to the dependent demand about the record label of the performer."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label does that performer belong to?"", ""upstream_position"": 9, ""upstream_title"": ""American Idol""}, {""query_index"": 441, ""entity"": ""Christopher Cro"", ""support_span"": ""Every Turn of the World is the third studio album by Christopher Cross"", ""why"": ""The upstream document explicitly states that Christopher Cross is the performer of the album 'Every Turn of the World'."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who owns that record label?"", ""upstream_position"": 0, ""upstream_title"": ""Every Turn of the World""}, {""query_index"": 441, ""entity"": ""Blue Note"", ""support_span"": ""Label Blue Note"", ""why"": ""The upstream document explicitly mentions 'Label Blue Note' as the record label for the single 'Turn Me On' by Norah Jones."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who owns that record label?"", ""upstream_position"": 1, ""upstream_title"": ""Turn Me On (Mark Dinning song)""}, {""query_index"": 441, ""entity"": ""19 Entertainment"", ""support_span"": ""19 Recordings, a recording label owned by 19 Entertainment, currently hold the rights to phonographic material recorded by all the contestants."", ""why"": ""The upstream document explicitly states that 19 Recordings is owned by 19 Entertainment, which is directly relevant to the dependent demand about who owns the record label."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who owns that record label?"", ""upstream_position"": 9, ""upstream_title"": ""American Idol""}]"
MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",Reformation,4,16,-12,0,1,1,1,0,0,0,1,0,0,0,0,9.0,Roman Catholic Diocese of Tyler,body_token_overlap,s2,In which German state did the German priest preach a sermon on Marian devotion before his death?,0,Joseph Strickland,he has been the Bishop of the Roman Catholic Diocese of Tyler.,top20_not_top10,"[{""query_index"": 453, ""entity"": ""Roman Catholic Diocese of Tyler"", ""support_span"": ""he has been the Bishop of the Roman Catholic Diocese of Tyler."", ""why"": ""The upstream document explicitly states that Joseph Strickland was the Bishop of the Roman Catholic Diocese of Tyler, which is an entity directly supported by the text."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which German state did the German priest preach a sermon on Marian devotion before his death?"", ""upstream_position"": 0, ""upstream_title"": ""Joseph Strickland""}, {""query_index"": 453, ""entity"": ""Joseph Strickland"", ""support_span"": ""Which German state was Joseph Strickland associated with?"", ""why"": ""The upstream document mentions Joseph Strickland in the context of a German priest and his religious denomination, implying a connection to a German state."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which German state did the German priest preach a sermon on Marian devotion before his death?"", ""upstream_position"": 1, ""upstream_title"": ""Mary, mother of Jesus""}, {""query_index"": 453, ""entity"": ""Thuringian state"", ""support_span"": ""The 7 Thuringian states were merged in 1920, whereby Coburg opted for Bavaria, Pyrmont joined Prussia i"", ""why"": ""The upstream document discusses the historical merging of the Thuringian states, which is relevant to understanding the context of German states, though it does not directly mention Joseph Strickland or the priest's activities."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which German state did the German priest preach a sermon on Marian devotion before his death?"", ""upstream_position"": 12, ""upstream_title"": ""States of Germany""}]"
MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,New York Yankees,39,22,17,0,0,0,0,0,0,0,0,0,0,0,0,55.0,Major League Baseball,body_substring,s2,Which league includes that team?,0,List of Major League Baseball single-game hits leaders,List of Major League Baseball single-game hits leaders,not_top20,"[{""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""List of Major League Baseball single-game hits leaders"", ""why"": ""The upstream document title explicitly mentions Major League Baseball, which is the league in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 0, ""upstream_title"": ""List of Major League Baseball single-game hits leaders""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball Most Valuable Player Award"", ""why"": ""The upstream document title directly refers to the league in question, which is relevant to the dependent demand about which league includes the team."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 1, ""upstream_title"": ""Major League Baseball Most Valuable Player Award""}, {""query_index"": 492, ""entity"": ""Sports league ranking"", ""support_span"": ""Sports league ranking"", ""why"": ""The upstream document title directly supports the context of the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 23, ""upstream_title"": ""Sports league ranking""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball (MLB) game"", ""why"": ""The upstream document refers to Major League Baseball (MLB) games, which is the league in question."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 0, ""upstream_title"": ""List of Major League Baseball single-game hits leaders""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball Most Valuable Player Award"", ""why"": ""The upstream document title directly mentions Major League Baseball, which is the league in question."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 1, ""upstream_title"": ""Major League Baseball Most Valuable Player Award""}, {""query_index"": 492, ""entity"": ""Sports league ranking"", ""support_span"": ""Sports league ranking"", ""why"": ""The upstream document title directly supports the context of the question about league rankings and teams."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 23, ""upstream_title"": ""Sports league ranking""}]"
MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,World Series,6,50,-44,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""List of Major League Baseball single-game hits leaders"", ""why"": ""The upstream document title explicitly mentions Major League Baseball, which is the league in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 0, ""upstream_title"": ""List of Major League Baseball single-game hits leaders""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball Most Valuable Player Award"", ""why"": ""The upstream document title directly refers to the league in question, which is relevant to the dependent demand about which league includes the team."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 1, ""upstream_title"": ""Major League Baseball Most Valuable Player Award""}, {""query_index"": 492, ""entity"": ""Sports league ranking"", ""support_span"": ""Sports league ranking"", ""why"": ""The upstream document title directly supports the context of the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which league includes that team?"", ""upstream_position"": 23, ""upstream_title"": ""Sports league ranking""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball (MLB) game"", ""why"": ""The upstream document refers to Major League Baseball (MLB) games, which is the league in question."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 0, ""upstream_title"": ""List of Major League Baseball single-game hits leaders""}, {""query_index"": 492, ""entity"": ""Major League Baseball"", ""support_span"": ""Major League Baseball Most Valuable Player Award"", ""why"": ""The upstream document title directly mentions Major League Baseball, which is the league in question."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 1, ""upstream_title"": ""Major League Baseball Most Valuable Player Award""}, {""query_index"": 492, ""entity"": ""Sports league ranking"", ""support_span"": ""Sports league ranking"", ""why"": ""The upstream document title directly supports the context of the question about league rankings and teams."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who has had the most hits in that league?"", ""upstream_position"": 23, ""upstream_title"": ""Sports league ranking""}]"
MuSiQue,musique,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,Cleveland Indians,51,27,24,0,0,0,0,0,0,0,0,0,0,0,0,55.0,Major League Baseball,body_substring,s2,Who has the most hits in the history of that organization?,11,List of Major League Baseball career hits leaders,List of Major League Baseball career hits leaders,not_top20,"[{""query_index"": 493, ""entity"": ""Seattle Mariner"", ""support_span"": ""He was released by the Indians following the 1986 season. After a brief tour in the Minnesota Twins organization, Wilson signed as a free agent with the Seattle Mariners on March 1, 1988, playing five games for them in the 1989 season."", ""why"": ""The organization that includes the team Jim Wilson was released by is the Seattle Mariners, as he signed with them after being released by the Indians."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Who has the most hits in the history of that organization?"", ""upstream_position"": 0, ""upstream_title"": ""Jim Wilson (first baseman)""}, {""query_index"": 493, ""entity"": ""Wigan Warrior"", ""support_span"": ""Wigan Warriors is an English professional rugby league club based in Wigan, Greater Manchester."", ""why"": ""The upstream document explicitly mentions Wigan Warriors as the organization that includes the team Jim Wilson was released by."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Who has the most hits in the history of that organization?"", ""upstream_position"": 1, ""upstream_title"": ""List of Wigan Warriors players""}, {""query_index"": 493, ""entity"": ""Major League Baseball"", ""support_span"": ""List of Major League Baseball career hits leaders"", ""why"": ""The upstream document explicitly mentions 'Major League Baseball career hits leaders', which is the organization in question."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Who has the most hits in the history of that organization?"", ""upstream_position"": 11, ""upstream_title"": ""List of Major League Baseball career hits leaders""}]"
MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,2020 AFC U-23 Championship qualification,9,24,-15,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 495, ""entity"": ""Japan"", ""support_span"": ""The tournament was hosted by Japan."", ""why"": ""The upstream document explicitly states that the tournament was hosted by Japan, which is the country in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 0, ""upstream_title"": ""2016 FIFA Club World Cup""}, {""query_index"": 495, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 495, ""entity"": ""Myanmar"", ""support_span"": ""Myanmar has been a member of ASEAN since 1997. Though it gave up its turn to hold the ASEAN chair and host the ASEAN Summit in 2006, it chaired the forum and hosted the summit in 2014."", ""why"": ""The upstream document explicitly mentions Myanmar as the country that hosted the ASEAN Summit in 2014, which is relevant to the dependent demand about hosting the ASEAN Conference."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 4, ""upstream_title"": ""Myanmar""}]"
MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,Geography of Myanmar,11,4,7,0,0,0,1,0,1,1,1,0,1,1,0,85.0,Myanmar,title_substring,s2,In what year did the country host the ASEAN Conference?,4,Myanmar,"Myanmar has been a member of ASEAN since 1997. Though it gave up its turn to hold the ASEAN chair and host the ASEAN Summit in 2006, it chaired the forum and hosted the summit in 2014.",recovered_top5,"[{""query_index"": 495, ""entity"": ""Japan"", ""support_span"": ""The tournament was hosted by Japan."", ""why"": ""The upstream document explicitly states that the tournament was hosted by Japan, which is the country in question for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 0, ""upstream_title"": ""2016 FIFA Club World Cup""}, {""query_index"": 495, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 495, ""entity"": ""Myanmar"", ""support_span"": ""Myanmar has been a member of ASEAN since 1997. Though it gave up its turn to hold the ASEAN chair and host the ASEAN Summit in 2006, it chaired the forum and hosted the summit in 2014."", ""why"": ""The upstream document explicitly mentions Myanmar as the country that hosted the ASEAN Summit in 2014, which is relevant to the dependent demand about hosting the ASEAN Conference."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In what year did the country host the ASEAN Conference?"", ""upstream_position"": 4, ""upstream_title"": ""Myanmar""}]"
MuSiQue,musique,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,Warner Records,31,3,28,0,0,0,0,0,1,1,1,0,1,1,1,55.0,Warner Bros. Record,body_substring,s2,Which record label is the performer of Better Than Me signed with?,1,Terry Dexter (album),"released July 13, 1999 via Warner Bros. Records",recovered_top5,"[{""query_index"": 502, ""entity"": ""Terry Dexter"", ""support_span"": ""Better Than Me is a song co-written and performed by Terry Dexter."", ""why"": ""The upstream document explicitly states that Terry Dexter is the performer of the song 'Better Than Me'."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label is the performer of Better Than Me signed with?"", ""upstream_position"": 0, ""upstream_title"": ""Better Than Me (Terry Dexter song)""}, {""query_index"": 502, ""entity"": ""Warner Bros. Record"", ""support_span"": ""released July 13, 1999 via Warner Bros. Records"", ""why"": ""The upstream document explicitly states that the album was released via Warner Bros. Records, which is the record label the performer is signed with."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label is the performer of Better Than Me signed with?"", ""upstream_position"": 1, ""upstream_title"": ""Terry Dexter (album)""}, {""query_index"": 502, ""entity"": ""MCA Record"", ""support_span"": ""MCA Records was an American record label owned by MCA Inc."", ""why"": ""The upstream document explicitly mentions MCA Records as the record label in question."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Which record label is the performer of Better Than Me signed with?"", ""upstream_position"": 5, ""upstream_title"": ""MCA Records""}, {""query_index"": 502, ""entity"": ""Terry Dexter"", ""support_span"": ""Better Than Me is a song co-written and performed by Terry Dexter."", ""why"": ""The performer of the song 'Better Than Me' is explicitly stated as Terry Dexter."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who is the owner of that record label?"", ""upstream_position"": 0, ""upstream_title"": ""Better Than Me (Terry Dexter song)""}, {""query_index"": 502, ""entity"": ""Warner Bros. Record"", ""support_span"": ""Terry Dexter is the eponymous debut studio album by American contemporary R&B singer Terry Dexter, released July 13, 1999 via Warner Bros. Records."", ""why"": ""The upstream document explicitly states that the album was released via Warner Bros. Records, which is the record label the performer is signed with."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who is the owner of that record label?"", ""upstream_position"": 1, ""upstream_title"": ""Terry Dexter (album)""}, {""query_index"": 502, ""entity"": ""MCA Inc."", ""support_span"": ""MCA Records was an American record label owned by MCA Inc., which later gave way to the larger MCA Music Entertainment Group (now Universal Music Group)"", ""why"": ""The upstream document explicitly states that MCA Records was owned by MCA Inc."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""Who is the owner of that record label?"", ""upstream_position"": 5, ""upstream_title"": ""MCA Records""}]"
MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,7,27,-20,0,0,1,1,0,0,0,0,0,0,0,0,6.0,Bill de Blasio,body_token_overlap,s2,When did the first black mayor of that city get elected?,10,New York City,"The present mayor is Bill de Blasio, the first Democrat since 1993.",not_top20,"[{""query_index"": 565, ""entity"": ""Coleman Young"", ""support_span"": ""In 1973, the city elected its first black mayor, Coleman Young."", ""why"": ""The upstream document explicitly mentions Coleman Young as the first black mayor of Detroit, which is the headquarters city of Kentucky Tavern's manufacturer as per the upstream demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the first black mayor of that city get elected?"", ""upstream_position"": 0, ""upstream_title"": ""Detroit""}, {""query_index"": 565, ""entity"": ""Bardstown, Kentucky"", ""support_span"": ""The Sazerac Company at the Barton Distillery located in Bardstown, Kentucky"", ""why"": ""The upstream document explicitly states that the manufacturer of Kentucky Tavern, the Sazerac Company, is located in Bardstown, Kentucky, which is the headquarters city."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the first black mayor of that city get elected?"", ""upstream_position"": 1, ""upstream_title"": ""Kentucky Tavern""}, {""query_index"": 565, ""entity"": ""Bill de Blasio"", ""support_span"": ""The present mayor is Bill de Blasio, the first Democrat since 1993."", ""why"": ""The upstream document mentions Bill de Blasio as the current mayor of New York City, which is the headquarters city of Kentucky Tavern's manufacturer as per the upstream demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""When did the first black mayor of that city get elected?"", ""upstream_position"": 10, ""upstream_title"": ""New York City""}]"
MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,68,12,56,0,0,0,0,0,0,0,1,0,0,0,1,55.0,"Toronto, Ontario",body_substring,s3,What is the name of the castle in that city?,3,Danko Jones,"Danko Jones is a Canadian rock trio from Toronto, Ontario.",top20_not_top10,"[{""query_index"": 568, ""entity"": ""Danko Jone"", ""support_span"": ""We Sweat Blood is the second album by Canadian rock band Danko Jones."", ""why"": ""The upstream document explicitly mentions Danko Jones as the performer of We Sweat Blood, making them a direct retrieval anchor for the dependent demand."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which city was that performer formed?"", ""upstream_position"": 0, ""upstream_title"": ""We Sweat Blood""}, {""query_index"": 568, ""entity"": ""Blood, Sweat & Tear"", ""support_span"": ""The Collection is a compilation album by the band Blood, Sweat & Tears released by Castle Communications in the United Kingdom in 1993."", ""why"": ""The upstream document explicitly mentions the band Blood, Sweat & Tears as the performer of the song 'We Sweat Blood'."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which city was that performer formed?"", ""upstream_position"": 7, ""upstream_title"": ""The Collection (1993 Blood, Sweat & Tears album)""}, {""query_index"": 568, ""entity"": ""We Sweat Blood"", ""support_span"": ""Who is the performer of We Sweat Blood?"", ""why"": ""The upstream document does not mention 'We Sweat Blood' or any performer related to it, so no retrieval anchor can be extracted."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""In which city was that performer formed?"", ""upstream_position"": 1, ""upstream_title"": ""Baynard's Castle""}, {""query_index"": 568, ""entity"": ""Stirling"", ""support_span"": ""It is a large mixed voice choir based in Stirling, Scotland"", ""why"": ""The upstream document explicitly states that the choir is based in Stirling, Scotland, which is the city where the performer was formed."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 67, ""upstream_title"": ""Stirling City Choir""}, {""query_index"": 568, ""entity"": ""Seattle"", ""support_span"": ""Seattle is considered the home of grunge music, having produced artists such as Nirvana, Soundgarden, Alice in Chains, Pearl Jam, and Mudhoney, all of whom reached international audiences in the early 1990s."", ""why"": ""The upstream document explicitly states that Seattle is the home of grunge music and mentions several artists, including the performer of We Sweat Blood, which is implied to be from Seattle."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 79, ""upstream_title"": ""Seattle""}, {""query_index"": 568, ""entity"": ""Toronto, Ontario"", ""support_span"": ""Danko Jones is a Canadian rock trio from Toronto, Ontario."", ""why"": ""The upstream document explicitly states that Danko Jones is from Toronto, Ontario, which is the city where the performer formed."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the name of the castle in that city?"", ""upstream_position"": 3, ""upstream_title"": ""Danko Jones""}]"
MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,23,37,-14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 573, ""entity"": ""Nikita Khrushchev"", ""support_span"": ""the new political leader Nikita Khrushchev put even more press"", ""why"": ""The upstream document mentions Nikita Khrushchev as the leader who followed Stalin and is associated with the period after Stalin's death, which is relevant to the dependent demand about intervening in the Korean conflict."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Where did that leader announce his intention to intervene in the Korean conflict?"", ""upstream_position"": 0, ""upstream_title"": ""Imperialism""}, {""query_index"": 573, ""entity"": ""Yugoslavia"", ""support_span"": ""Yugoslavia–a possible Soviet target because of the Tito-Stalin Split—was vital to the defense of Italy and Greece, and the country was first on the list of the National Security Council's post-North Korea invasion list of \""chief danger spots\""."", ""why"": ""The document mentions Yugoslavia as a possible Soviet target and a key location in the context of the Korean conflict, which aligns with the dependent demand about intervention in the Korean conflict."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Where did that leader announce his intention to intervene in the Korean conflict?"", ""upstream_position"": 1, ""upstream_title"": ""Korean War""}, {""query_index"": 573, ""entity"": ""Dwight D. Eisenhower"", ""support_span"": ""The 1960 Four Power Paris Summit between President Dwight Eisenhower, Nikita Khrushchev, Harold Macmillan and Charles de Gaulle collapsed because of the incident."", ""why"": ""The upstream document directly mentions Dwight D. Eisenhower as the leader involved in the context of the question."", ""requirement_id"": ""s2"", ""requirement_subquery"": ""Where did that leader announce his intention to intervene in the Korean conflict?"", ""upstream_position"": 2, ""upstream_title"": ""Dwight D. Eisenhower""}]"
MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,76,88,-12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,,no_positive_score_for_gold,"[{""query_index"": 646, ""entity"": ""Japan"", ""support_span"": ""The tournament was hosted by Japan."", ""why"": ""The upstream document explicitly states that Japan hosted the tournament."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 0, ""upstream_title"": ""2016 FIFA Club World Cup""}, {""query_index"": 646, ""entity"": ""Kashima Antler"", ""support_span"": ""Real Madrid won their second Club World Cup, defeating hosts Kashima Antlers in the final."", ""why"": ""Kashima Antlers are explicitly mentioned as the hosts of the tournament."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 0, ""upstream_title"": ""2016 FIFA Club World Cup""}, {""query_index"": 646, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 646, ""entity"": ""Vietnam"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Vietnam as the neighboring country to Laos where A Don is near the border."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 646, ""entity"": ""India"", ""support_span"": ""Originally, the tournament was scheduled to be played in India."", ""why"": ""The upstream document explicitly mentions India as the original host of the tournament."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}, {""query_index"": 646, ""entity"": ""United Arab Emirate"", ""support_span"": ""It was moved to the United Arab Emirates, following ongoing political tensions between India and Pakistan."", ""why"": ""The upstream document explicitly mentions the United Arab Emirates as the country that hosted the tournament after the move."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}, {""query_index"": 646, ""entity"": ""Pakistan"", ""support_span"": ""following ongoing political tensions between India and Pakistan"", ""why"": ""The upstream document implies Pakistan as the country involved in political tensions with India, which is relevant to the context of the natural boundary."", ""requirement_id"": ""s3"", ""requirement_subquery"": ""What is the natural boundary between the two countries?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}, {""query_index"": 646, ""entity"": ""Japan"", ""support_span"": ""The tournament was hosted by Japan."", ""why"": ""The upstream document explicitly states that Japan hosted the tournament, which is relevant to identifying the country on the natural boundary."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What major conflict is associated with that country?"", ""upstream_position"": 0, ""upstream_title"": ""2016 FIFA Club World Cup""}, {""query_index"": 646, ""entity"": ""Lao"", ""support_span"": ""A Don is a village in south-eastern Laos near the border with Vietnam."", ""why"": ""The upstream document explicitly mentions Laos as the country where A Don is located."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What major conflict is associated with that country?"", ""upstream_position"": 1, ""upstream_title"": ""A Don""}, {""query_index"": 646, ""entity"": ""India"", ""support_span"": ""Originally, the tournament was scheduled to be played in India. It was moved to the United Arab Emirates, following ongoing political tensions between India and Pakistan."", ""why"": ""India is explicitly mentioned as the original host country of the tournament."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What major conflict is associated with that country?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}, {""query_index"": 646, ""entity"": ""Pakistan"", ""support_span"": ""Originally, the tournament was scheduled to be played in India. It was moved to the United Arab Emirates, following ongoing political tensions between India and Pakistan."", ""why"": ""Pakistan is explicitly mentioned as the country with which India had political tensions, leading to the relocation of the tournament."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What major conflict is associated with that country?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}, {""query_index"": 646, ""entity"": ""Kashmir"", ""support_span"": ""Originally, the tournament was scheduled to be played in India. It was moved to the United Arab Emirates, following ongoing political tensions between India and Pakistan."", ""why"": ""Kashmir is implied as the region of conflict between India and Pakistan, based on the context of political tensions."", ""requirement_id"": ""s4"", ""requirement_subquery"": ""What major conflict is associated with that country?"", ""upstream_position"": 8, ""upstream_title"": ""2018 Asia Cup""}]"
