dataset,base_dataset,query_index,query_idx,question,method,gold_doc_count,support_hit_count,support_recall,support_complete,missing_count,selected_positions_json,selected_titles_json,missing_titles_json,rankgpt_parse_ok,rankgpt_prompt_has_no_think,rankgpt_selected_count,rankgpt_parse_source,rankgpt_error
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,dbec_selective,2,2,1.0,1,0,"[77, 0, 1, 81, 2]","[""Abdul-Vahed Niyazov"", ""Nasamkhrali"", ""Marufabad"", ""Where Are You"", ""Ampelakia, Evros""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 5, 6, 7]","[""Nasamkhrali"", ""Marufabad"", ""Qaleh-ye Zaras"", ""Gohar, Iran"", ""Khosrow, Andika""]",[],0,1,5,json,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""Aldri annet enn bråk"", ""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",setr_faithful,4,4,1.0,1,0,"[1, 2, 3, 0, 4]","[""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Aldri annet enn bråk"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",dbec_selective,4,3,0.75,0,1,"[99, 1, 2, 0, 3]","[""Arne Toonen"", ""Edith Carlmar"", ""God's Gift to Women"", ""Aldri annet enn bråk"", ""Altid ballade""]","[""Michael Curtiz""]",,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[2, 4, 1, 5, 0]","[""God's Gift to Women"", ""Michael Curtiz"", ""Edith Carlmar"", ""Bedre enn sitt rykte"", ""Aldri annet enn bråk""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Heart of Doreon"", ""El Tonto"", ""Robert North Bradbury"", ""Toto and Cleopatra"", ""Charlie Day""]",[],,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",setr_faithful,4,4,1.0,1,0,"[0, 1, 2, 4, 3]","[""The Heart of Doreon"", ""El Tonto"", ""Robert North Bradbury"", ""Charlie Day"", ""Toto and Cleopatra""]",[],,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",dbec_selective,4,3,0.75,0,1,"[38, 1, 2, 0, 3]","[""Fernando Cortés"", ""El Tonto"", ""Robert North Bradbury"", ""The Heart of Doreon"", ""Toto and Cleopatra""]","[""Charlie Day""]",,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[1, 0, 4, 2, 9]","[""El Tonto"", ""The Heart of Doreon"", ""Charlie Day"", ""Robert North Bradbury"", ""Leopoldo Torre Nilsson""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,dbec_selective,2,2,1.0,1,0,"[7, 0, 1, 2, 3]","[""When I Was Young"", ""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Aivar Kuusmaa"", ""Andy Summers"", ""Dugès"", ""Jonny Greenwood"", ""Where Was I""]",[],0,1,5,json,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru"", ""Amy of Garmoran""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru"", ""Amy of Garmoran""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,dbec_selective,2,2,1.0,1,0,"[1, 83, 0, 2, 3]","[""Ruaidhrí Mac Ruaidhrí"", ""Lars Eliasson"", ""Raghnall Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 1, 4, 10, 36]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Amy of Garmoran"", ""John Mackay (poet)"", ""Henry Bryant (naturalist)""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,source_order,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""The Last Coupon"", ""Interview with a Hitman"", ""Perry Bhandal"", ""Spring Handicap"", ""Safe (2012 film)""]","[""Frank Launder""]",,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,setr_faithful,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""The Last Coupon"", ""Interview with a Hitman"", ""Perry Bhandal"", ""Spring Handicap"", ""Safe (2012 film)""]","[""Frank Launder""]",,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,dbec_selective,4,4,1.0,1,0,"[2, 7, 0, 1, 3]","[""Perry Bhandal"", ""Frank Launder"", ""The Last Coupon"", ""Interview with a Hitman"", ""Spring Handicap""]",[],,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,rankgpt_sliding20_step10_no_think,4,3,0.75,0,1,"[1, 2, 0, 15, 9]","[""Interview with a Hitman"", ""Perry Bhandal"", ""The Last Coupon"", ""Gérard Oury"", ""The Umbrella Coup""]","[""Frank Launder""]",1,1,5,json,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Blood Street"", ""Lasse Hallström"", ""Leo Fong"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,setr_faithful,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""Blood Street"", ""Leo Fong"", ""Lasse Hallström"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""Leo Fong"", ""Blood Street"", ""Lasse Hallström"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 5, 2, 79, 67]","[""Blood Street"", ""Jackie Kong"", ""Leo Fong"", ""Po-Chih Leong"", ""Mikael Håfström""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 4, 69, 18]","[""Gaby: A True Story"", ""Luis Mandoki"", ""Claude Weisz"", ""Roman Polanski"", ""Claude Pinoteau""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Preobrazheniya Island"", ""Vasilyevsky Island"", ""Michał Przysiężny"", ""Princess Maria of Greece and Denmark"", ""Abdul-Vahed Niyazov""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Preobrazheniya Island"", ""Vasilyevsky Island"", ""Michał Przysiężny"", ""Princess Maria of Greece and Denmark"", ""Abdul-Vahed Niyazov""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,dbec_selective,2,2,1.0,1,0,"[4, 0, 75, 1, 28]","[""Abdul-Vahed Niyazov"", ""Preobrazheniya Island"", ""Where Are You"", ""Vasilyevsky Island"", ""Problem of pain""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 79, 96, 82]","[""Vasilyevsky Island"", ""Preobrazheniya Island"", ""Flag of Crimea"", ""Henry Island (Nova Scotia)"", ""Jeløya""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""When the Stars Go Blue"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)"", ""Andrea Corr""]","[""Ryan Adams""]",,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,setr_faithful,2,2,1.0,1,0,"[0, 5, 1, 2, 3]","[""When the Stars Go Blue"", ""Ryan Adams"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)""]",[],,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,dbec_selective,2,2,1.0,1,0,"[5, 0, 1, 2, 3]","[""Ryan Adams"", ""When the Stars Go Blue"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)""]",[],,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 5, 4, 38, 49]","[""When the Stars Go Blue"", ""Ryan Adams"", ""Andrea Corr"", ""Heart's on Fire (Passenger song)"", ""Crazy Love (Van Morrison song)""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Me and Bobby McGee"", ""Fred Foster"", ""Janis Joplin"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Me and Bobby McGee"", ""Fred Foster"", ""Janis Joplin"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""Janis Joplin"", ""Me and Bobby McGee"", ""Fred Foster"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[0, 3, 1, 2, 4]","[""Me and Bobby McGee"", ""Roger Miller"", ""Fred Foster"", ""Janis Joplin"", ""Semi-Tough""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Maurice, Prince of Orange"", ""The Private Life of Louis XIV"", ""William of Nassau (1601–1627)"", ""William I, Count of Nassau-Dillenburg"", ""William the Silent""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",setr_faithful,2,2,1.0,1,0,"[3, 4, 11, 0, 1]","[""William I, Count of Nassau-Dillenburg"", ""William the Silent"", ""Margaretha van Mechelen"", ""Maurice, Prince of Orange"", ""The Private Life of Louis XIV""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Maurice, Prince of Orange"", ""The Private Life of Louis XIV"", ""William of Nassau (1601–1627)"", ""William I, Count of Nassau-Dillenburg"", ""William the Silent""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",rankgpt_sliding20_step10_no_think,2,1,0.5,0,1,"[4, 5, 3, 8, 9]","[""William the Silent"", ""Countess Anna of Nassau"", ""William I, Count of Nassau-Dillenburg"", ""Adolf of Nassau (1540–1568)"", ""Henry III of Nassau-Breda""]","[""Maurice, Prince of Orange""]",1,1,5,json,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Stanisław Koniecpolski"", ""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,setr_faithful,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Stanisław Koniecpolski"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Stanisław Koniecpolski"", ""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 2, 0, 9, 42]","[""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Stanisław Koniecpolski"", ""Jerzy Moes"", ""Aleksander Ford""]",[],0,1,5,json,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Madame la Presidente"", ""Frank Lloyd"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Madame la Presidente"", ""Frank Lloyd"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Frank Lloyd"", ""Madame la Presidente"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 3, 24, 14]","[""Frank Lloyd"", ""Madame la Presidente"", ""Les Misérables (1917 film)"", ""Paul Martin (director)"", ""Chantal Akerman""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,17,17,Do both directors of films Wrong Turn 5: Bloodlines and Dark River (2017 Film) have the same nationality?,source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""Wrong Turn 5: Bloodlines"", ""Dark River (2017 film)"", ""Declan O'Brien"", ""Wrong Turn 4: Bloody Beginnings"", ""Clio Barnard""]",[],,,,,
2Wiki,2wikimultihopqa,17,17,Do both directors of films Wrong Turn 5: Bloodlines and Dark River (2017 Film) have the same nationality?,setr_faithful,4,4,1.0,1,0,"[0, 1, 2, 4, 3]","[""Wrong Turn 5: Bloodlines"", ""Dark River (2017 film)"", ""Declan O'Brien"", ""Clio Barnard"", ""Wrong Turn 4: Bloody Beginnings""]",[],,,,,
2Wiki,2wikimultihopqa,17,17,Do both directors of films Wrong Turn 5: Bloodlines and Dark River (2017 Film) have the same nationality?,dbec_selective,4,4,1.0,1,0,"[2, 4, 0, 1, 3]","[""Declan O'Brien"", ""Clio Barnard"", ""Wrong Turn 5: Bloodlines"", ""Dark River (2017 film)"", ""Wrong Turn 4: Bloody Beginnings""]",[],,,,,
2Wiki,2wikimultihopqa,17,17,Do both directors of films Wrong Turn 5: Bloodlines and Dark River (2017 Film) have the same nationality?,rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[0, 1, 2, 4, 3]","[""Wrong Turn 5: Bloodlines"", ""Dark River (2017 film)"", ""Declan O'Brien"", ""Clio Barnard"", ""Wrong Turn 4: Bloody Beginnings""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,18,18,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Goose Woman"", ""You Can No Longer Remain Silent"", ""The Past of Mary Holmes"", ""Robert A. Stemmle"", ""Clarence Brown""]",[],,,,,
2Wiki,2wikimultihopqa,18,18,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",setr_faithful,4,4,1.0,1,0,"[0, 1, 3, 2, 4]","[""The Goose Woman"", ""You Can No Longer Remain Silent"", ""Robert A. Stemmle"", ""The Past of Mary Holmes"", ""Clarence Brown""]",[],,,,,
2Wiki,2wikimultihopqa,18,18,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",dbec_selective,4,4,1.0,1,0,"[4, 3, 1, 0, 2]","[""Clarence Brown"", ""Robert A. Stemmle"", ""You Can No Longer Remain Silent"", ""The Goose Woman"", ""The Past of Mary Holmes""]",[],,,,,
2Wiki,2wikimultihopqa,18,18,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",rankgpt_sliding20_step10_no_think,4,4,1.0,1,0,"[0, 1, 4, 3, 96]","[""The Goose Woman"", ""You Can No Longer Remain Silent"", ""Clarence Brown"", ""Robert A. Stemmle"", ""John Francis Dillon (director)""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,19,19,Where was the director of film The Private Life Of Cinema born?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Private Life of Cinema"", ""Michael Powell"", ""Denys Desjardins"", ""Georges Périnal"", ""Peter Greenaway""]",[],,,,,
2Wiki,2wikimultihopqa,19,19,Where was the director of film The Private Life Of Cinema born?,setr_faithful,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""The Private Life of Cinema"", ""Denys Desjardins"", ""Michael Powell"", ""Georges Périnal"", ""Peter Greenaway""]",[],,,,,
2Wiki,2wikimultihopqa,19,19,Where was the director of film The Private Life Of Cinema born?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""Denys Desjardins"", ""The Private Life of Cinema"", ""Michael Powell"", ""Georges Périnal"", ""Peter Greenaway""]",[],,,,,
2Wiki,2wikimultihopqa,19,19,Where was the director of film The Private Life Of Cinema born?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[2, 0, 9, 41, 21]","[""Denys Desjardins"", ""The Private Life of Cinema"", ""Being Human (2005 film)"", ""Bernie Bonvoisin"", ""Claude Pinoteau""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,20,20,Where did Coulson Wallop's father study?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Coulson Wallop"", ""John Wallop, 2nd Earl of Portsmouth"", ""John Stuart, Lord Mount Stuart"", ""George Rodney, 2nd Baron Rodney"", ""Robert Vere Buxton""]",[],,,,,
2Wiki,2wikimultihopqa,20,20,Where did Coulson Wallop's father study?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Coulson Wallop"", ""John Wallop, 2nd Earl of Portsmouth"", ""John Stuart, Lord Mount Stuart"", ""George Rodney, 2nd Baron Rodney"", ""Robert Vere Buxton""]",[],,,,,
2Wiki,2wikimultihopqa,20,20,Where did Coulson Wallop's father study?,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""John Wallop, 2nd Earl of Portsmouth"", ""Coulson Wallop"", ""John Stuart, Lord Mount Stuart"", ""George Rodney, 2nd Baron Rodney"", ""Robert Vere Buxton""]",[],,,,,
2Wiki,2wikimultihopqa,20,20,Where did Coulson Wallop's father study?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 18, 19, 38]","[""John Wallop, 2nd Earl of Portsmouth"", ""Coulson Wallop"", ""Francis Buxton"", ""Sir Edward Acton, 3rd Baronet"", ""Lord George Cavendish (1810–1880)""]",[],1,1,5,json,
