dataset,query_index,method,gold_title,source_best_gold_rank,hit_at_5,new_hit_at_5,selected_titles_json
MuSiQue,74,setr_faithful,Mississippi River,50,0,0,"[""Write This Down (band)"", ""Minneapolis"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]"
MuSiQue,74,source_order,Mississippi River,50,0,0,"[""Write This Down (band)"", ""Minneapolis"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]"
MuSiQue,87,dbec_selective,1952 Winter Olympics,81,0,0,"[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]"
MuSiQue,87,rankgpt_rank5_no_think,1952 Winter Olympics,81,0,0,"[""The Messenger (Zusak novel)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""List of territorial entities where German is an official language"", ""Angela Merkel""]"
MuSiQue,87,rankgpt_select5_no_think,1952 Winter Olympics,81,0,0,"[""The Messenger (Zusak novel)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Paul-Louis Halley"", ""The King's Speech""]"
MuSiQue,87,setr_faithful,1952 Winter Olympics,81,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]"
MuSiQue,87,source_order,1952 Winter Olympics,81,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United States"", ""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""Capital punishment in New Zealand""]"
MuSiQue,87,dbec_selective,The Messenger (Zusak novel),15,0,0,"[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]"
MuSiQue,87,rankgpt_rank5_no_think,The Messenger (Zusak novel),15,1,1,"[""The Messenger (Zusak novel)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""List of territorial entities where German is an official language"", ""Angela Merkel""]"
MuSiQue,87,rankgpt_select5_no_think,The Messenger (Zusak novel),15,1,1,"[""The Messenger (Zusak novel)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Paul-Louis Halley"", ""The King's Speech""]"
MuSiQue,87,setr_faithful,The Messenger (Zusak novel),15,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]"
MuSiQue,87,source_order,The Messenger (Zusak novel),15,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United States"", ""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""Capital punishment in New Zealand""]"
MuSiQue,90,dbec_selective,Media in Pristina,28,0,0,"[""Serbian language"", ""Love Around"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]"
MuSiQue,90,rankgpt_rank5_no_think,Media in Pristina,28,0,0,"[""Serbian language"", ""Guyana"", ""Yugoslavia at the Olympics"", ""Serbia at the Olympics"", ""Communications in Somalia""]"
MuSiQue,90,rankgpt_select5_no_think,Media in Pristina,28,0,0,"[""Olivera Marković"", ""Serbian language"", ""Guyana"", ""List of territorial entities where English is an official language"", ""1998 FIFA World Cup""]"
MuSiQue,90,setr_faithful,Media in Pristina,28,0,0,"[""Serbian language"", ""Belgrade (film)"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]"
MuSiQue,90,source_order,Media in Pristina,28,0,0,"[""Olivera Marković"", ""Serbian language"", ""Olivera Katarina"", ""List of territorial entities where English is an official language"", ""Josip Broz Tito""]"
MuSiQue,91,dbec_selective,WWNQ,26,0,0,"[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]"
MuSiQue,91,rankgpt_rank5_no_think,WWNQ,26,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Richland County, South Carolina"", ""St. John's, Newfoundland and Labrador""]"
MuSiQue,91,rankgpt_select5_no_think,WWNQ,26,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""List of capitals in the United States"", ""Minneapolis"", ""Forest Acres, South Carolina""]"
MuSiQue,91,setr_faithful,WWNQ,26,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]"
MuSiQue,91,source_order,WWNQ,26,0,0,"[""Erskine College"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States"", ""Mississippi"", ""Minneapolis""]"
MuSiQue,91,dbec_selective,"Charleston, South Carolina",10,0,0,"[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]"
MuSiQue,91,rankgpt_rank5_no_think,"Charleston, South Carolina",10,1,1,"[""Erskine College"", ""Columbia, South Carolina"", ""Charleston, South Carolina"", ""Richland County, South Carolina"", ""St. John's, Newfoundland and Labrador""]"
MuSiQue,91,rankgpt_select5_no_think,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""List of capitals in the United States"", ""Minneapolis"", ""Forest Acres, South Carolina""]"
MuSiQue,91,setr_faithful,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]"
MuSiQue,91,source_order,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States"", ""Mississippi"", ""Minneapolis""]"
MuSiQue,117,dbec_selective,Paula Santiago,15,0,0,"[""Sebastian Cabot (explorer)"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva"", ""Francisco H. Vázquez""]"
MuSiQue,117,rankgpt_rank5_no_think,Paula Santiago,15,0,0,"[""Exploration of North America"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Pedro Álvares Cabral"", ""Francisco de Eliza""]"
MuSiQue,117,rankgpt_select5_no_think,Paula Santiago,15,0,0,"[""John Cabot"", ""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""History of Maryland"", ""Francesco Suriano""]"
MuSiQue,117,setr_faithful,Paula Santiago,15,0,0,"[""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva""]"
MuSiQue,117,source_order,Paula Santiago,15,0,0,"[""Manuel Balbi"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Sergio Villanueva"", ""Francisco H. Vázquez""]"
MuSiQue,118,dbec_selective,"Newport News, Virginia",96,0,0,"[""Virginia"", ""Richmond, Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]"
MuSiQue,118,rankgpt_rank5_no_think,"Newport News, Virginia",96,0,0,"[""Mariana Trench"", ""Mariana Trench"", ""Mariana Trench"", ""T. F. Green Airport"", ""Shirley Plantation""]"
MuSiQue,118,rankgpt_select5_no_think,"Newport News, Virginia",96,0,0,"[""Mariana Trench"", ""East Coast of the United States"", ""Richmond, Virginia"", ""Virginia"", ""Shirley Plantation""]"
MuSiQue,118,setr_faithful,"Newport News, Virginia",96,0,0,"[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]"
MuSiQue,118,source_order,"Newport News, Virginia",96,0,0,"[""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench"", ""Mariana Trench"", ""East Coast of the United States""]"
MuSiQue,150,dbec_selective,Prague underground (culture),22,0,0,"[""Josip Broz Tito"", ""Declarations of war during World War II"", ""John Kerry"", ""1937 South American Championship"", ""Guarani alphabet""]"
MuSiQue,150,rankgpt_rank5_no_think,Prague underground (culture),22,1,1,"[""Prague underground (culture)"", ""Warsaw Pact"", ""Modern history"", ""Warsaw Pact"", ""United States in the Korean War""]"
MuSiQue,150,rankgpt_select5_no_think,Prague underground (culture),22,1,1,"[""Prague underground (culture)"", ""Warsaw Pact"", ""Modern history"", ""Warsaw Pact"", ""Dissolution of Czechoslovakia""]"
MuSiQue,150,setr_faithful,Prague underground (culture),22,0,0,"[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""John Kerry"", ""1937 South American Championship""]"
MuSiQue,150,source_order,Prague underground (culture),22,0,0,"[""Josip Broz Tito"", ""John Kerry"", ""1937 South American Championship"", ""Guarani alphabet"", ""Norman, Wisconsin""]"
MuSiQue,153,dbec_selective,The Right Stuff Records,17,0,0,"[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]"
MuSiQue,153,rankgpt_rank5_no_think,The Right Stuff Records,17,0,0,"[""Our Lady of the Rosary"", ""Kathmandu"", ""Sony Music"", ""BNA Records"", ""Shaili Chopra""]"
MuSiQue,153,rankgpt_select5_no_think,The Right Stuff Records,17,0,0,"[""Sony Music"", ""Kathmandu"", ""New York City"", ""Our Lady of the Rosary"", ""Sony Music""]"
MuSiQue,153,setr_faithful,The Right Stuff Records,17,0,0,"[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]"
MuSiQue,153,source_order,The Right Stuff Records,17,0,0,"[""Vilaiyaadu Mankatha"", ""Richmond, Virginia"", ""Sony Music"", ""Pure BS"", ""Multidirection""]"
MuSiQue,213,dbec_selective,Vatican City,20,0,0,"[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]"
MuSiQue,213,rankgpt_rank5_no_think,Vatican City,20,1,1,"[""Pope John XXIII"", ""Vatican City"", ""Flag of Vatican City"", ""Kingdom of Bohemia"", ""Alexander Gerschenkron""]"
MuSiQue,213,rankgpt_select5_no_think,Vatican City,20,1,1,"[""Pope John XXIII"", ""Vatican City"", ""History of South Africa"", ""Estonia"", ""Alfredo Ormando""]"
MuSiQue,213,setr_faithful,Vatican City,20,0,0,"[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]"
MuSiQue,213,source_order,Vatican City,20,0,0,"[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]"
MuSiQue,213,dbec_selective,Canonization of Pope John XXIII and Pope John Paul II,14,0,0,"[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]"
MuSiQue,213,rankgpt_rank5_no_think,Canonization of Pope John XXIII and Pope John Paul II,14,0,0,"[""Pope John XXIII"", ""Vatican City"", ""Flag of Vatican City"", ""Kingdom of Bohemia"", ""Alexander Gerschenkron""]"
MuSiQue,213,rankgpt_select5_no_think,Canonization of Pope John XXIII and Pope John Paul II,14,0,0,"[""Pope John XXIII"", ""Vatican City"", ""History of South Africa"", ""Estonia"", ""Alfredo Ormando""]"
MuSiQue,213,setr_faithful,Canonization of Pope John XXIII and Pope John Paul II,14,0,0,"[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]"
MuSiQue,213,source_order,Canonization of Pope John XXIII and Pope John Paul II,14,0,0,"[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]"
MuSiQue,215,dbec_selective,Geography of Myanmar,23,0,0,"[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]"
MuSiQue,215,rankgpt_rank5_no_think,Geography of Myanmar,23,1,1,"[""Thailand"", ""Geography of Myanmar"", ""Punjab, Pakistan"", ""Umayyad Caliphate"", ""Muang Kasi""]"
MuSiQue,215,rankgpt_select5_no_think,Geography of Myanmar,23,0,0,"[""Somalis"", ""History of India"", ""Signing of the United States Declaration of Independence"", ""Galicia (Spain)"", ""Pacific War""]"
MuSiQue,215,setr_faithful,Geography of Myanmar,23,0,0,"[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]"
MuSiQue,215,source_order,Geography of Myanmar,23,0,0,"[""Ottoman Empire"", ""Myanmar"", ""Somalis"", ""Somalis"", ""Coinage of India""]"
MuSiQue,228,dbec_selective,Cleveland Indians,23,0,0,"[""Home run"", ""Jim Wilson (first baseman)"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]"
MuSiQue,228,rankgpt_rank5_no_think,Cleveland Indians,23,1,1,"[""Cleveland Indians"", ""Home run"", ""Chicago Cubs"", ""New York Yankees"", ""Chicago Cubs""]"
MuSiQue,228,rankgpt_select5_no_think,Cleveland Indians,23,1,1,"[""Cleveland Indians"", ""Home run"", ""Chicago Cubs"", ""List of milestone home runs by Barry Bonds"", ""Barry Bonds""]"
MuSiQue,228,setr_faithful,Cleveland Indians,23,0,0,"[""Jim Wilson (first baseman)"", ""Home run"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]"
MuSiQue,228,source_order,Cleveland Indians,23,0,0,"[""Home run"", ""Jim Wilson (first baseman)"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]"
MuSiQue,237,dbec_selective,Geography of Myanmar,29,0,0,"[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]"
MuSiQue,237,rankgpt_rank5_no_think,Geography of Myanmar,29,0,0,"[""That Dam"", ""Bridge of the Gods (land bridge)"", ""Thailand"", ""Route 3 (Laos)"", ""Live and Improvised""]"
MuSiQue,237,rankgpt_select5_no_think,Geography of Myanmar,29,1,1,"[""That Dam"", ""1986 FIFA World Cup"", ""Thailand"", ""Geography of Myanmar"", ""Thailand""]"
MuSiQue,237,setr_faithful,Geography of Myanmar,29,0,0,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]"
MuSiQue,237,source_order,Geography of Myanmar,29,0,0,"[""Switzerland"", ""1986 FIFA World Cup"", ""UEFA Euro 2012 Final"", ""Adams–Onís Treaty"", ""That Dam""]"
MuSiQue,237,dbec_selective,2020 AFC U-23 Championship qualification,71,0,0,"[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]"
MuSiQue,237,rankgpt_rank5_no_think,2020 AFC U-23 Championship qualification,71,0,0,"[""That Dam"", ""Bridge of the Gods (land bridge)"", ""Thailand"", ""Route 3 (Laos)"", ""Live and Improvised""]"
MuSiQue,237,rankgpt_select5_no_think,2020 AFC U-23 Championship qualification,71,0,0,"[""That Dam"", ""1986 FIFA World Cup"", ""Thailand"", ""Geography of Myanmar"", ""Thailand""]"
MuSiQue,237,setr_faithful,2020 AFC U-23 Championship qualification,71,0,0,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]"
MuSiQue,237,source_order,2020 AFC U-23 Championship qualification,71,0,0,"[""Switzerland"", ""1986 FIFA World Cup"", ""UEFA Euro 2012 Final"", ""Adams–Onís Treaty"", ""That Dam""]"
MuSiQue,237,dbec_selective,Myanmar,77,0,0,"[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]"
MuSiQue,237,rankgpt_rank5_no_think,Myanmar,77,0,0,"[""That Dam"", ""Bridge of the Gods (land bridge)"", ""Thailand"", ""Route 3 (Laos)"", ""Live and Improvised""]"
MuSiQue,237,rankgpt_select5_no_think,Myanmar,77,0,0,"[""That Dam"", ""1986 FIFA World Cup"", ""Thailand"", ""Geography of Myanmar"", ""Thailand""]"
MuSiQue,237,setr_faithful,Myanmar,77,0,0,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]"
MuSiQue,237,source_order,Myanmar,77,0,0,"[""Switzerland"", ""1986 FIFA World Cup"", ""UEFA Euro 2012 Final"", ""Adams–Onís Treaty"", ""That Dam""]"
MuSiQue,259,dbec_selective,List of destroyer classes of the United States Navy,16,0,0,"[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps"", ""United States Navy SEALs"", ""Rudy Boesch""]"
MuSiQue,259,rankgpt_rank5_no_think,List of destroyer classes of the United States Navy,16,0,0,"[""United States Navy SEALs"", ""13 Hours: The Secret Soldiers of Benghazi"", ""USS Chillicothe (1862)"", ""USS Severn (1867)"", ""HMS Seal (1897)""]"
MuSiQue,259,rankgpt_select5_no_think,List of destroyer classes of the United States Navy,16,0,0,"[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""13 Hours: The Secret Soldiers of Benghazi"", ""NATO"", ""NATO""]"
MuSiQue,259,setr_faithful,List of destroyer classes of the United States Navy,16,0,0,"[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""USS Chanticleer (ASR-7)""]"
