dataset,query_idx,question,gold_doc_count,gold_titles,baseline_top_titles,selector_top_titles,changed,baseline_em,selector_em,em_delta,baseline_f1,selector_f1,f1_delta,baseline_title_recall_top5,selector_title_recall_top5,baseline_title_all_gold_top5,selector_title_all_gold_top5,pool_title_all_gold_top100,max_gold_title_rank_bucket_pool100,gold_title_ranks_pool100,swap_count,swapped_in_gold_title_count,swapped_out_gold_title_count,baseline_title_duplicate_count,selector_title_duplicate_count
2wikimultihopqa,19,Where was the director of film The Private Life Of Cinema born?,2,Denys Desjardins || The Private Life of Cinema,The Private Life of Cinema || Denys Desjardins || Peter Greenaway || Alexander Korda || The Private Life of a Modern Woman,The Private Life of Cinema || Denys Desjardins || Peter Greenaway || Alexander Korda || The Private Life of a Modern Woman,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,20,Where did Coulson Wallop's father study?,2,"Coulson Wallop || John Wallop, 2nd Earl of Portsmouth","Coulson Wallop || Francis Buxton || John Wallop, 2nd Earl of Portsmouth || George Stewart, 9th Seigneur d'Aubigny || Edward Wingfield, 2nd Viscount Powerscourt","Coulson Wallop || Francis Buxton || John Wallop, 2nd Earl of Portsmouth || George Stewart, 9th Seigneur d'Aubigny || Edward Wingfield, 2nd Viscount Powerscourt",False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"1,3",0,0,0,0,0
2wikimultihopqa,21,Why did John Middleton Murry's wife die?,2,Katherine Mansfield || John Middleton Murry,Anne Estelle Rice || Katherine Mansfield || John Middleton Murry || John Middleton Murry Jr. || Eddie Murray (rugby league),Anne Estelle Rice || Katherine Mansfield || John Middleton Murry || John Middleton Murry Jr. || Eddie Murray (rugby league),False,0.0,0.0,0.0,0.6667,0.6667,0.0,1.0,1.0,True,True,True,top5,"2,3",0,0,0,0,0
2wikimultihopqa,22,Where was the composer of film Billy Elliot born?,2,Billy Elliot || Stephen Warbeck,Billy Elliot the Musical Live || Corey Snide || Billy Elliot || Lee Hall (playwright) || Stephen Warbeck,Billy Elliot the Musical Live || Corey Snide || Billy Elliot || Lee Hall (playwright) || Stephen Warbeck,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"3,5",0,0,0,0,0
2wikimultihopqa,23,What is the place of birth of Lisbeth Palme's husband?,2,Lisbeth Palme || Olof Palme,Lisbeth Palme || Olof Palme || Sven Ulric Palme || Karin Palme || Christopher O'Neill,Lisbeth Palme || Olof Palme || Sven Ulric Palme || Karin Palme || Christopher O'Neill,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,24,"Which film came out first, 3 Dots or Dying God?",2,3 Dots || Dying God,3 Dots || Dying God || Dots || God of War (film) || God's Comedy,3 Dots || Dying God || Dots || God of War (film) || God's Comedy,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,25,Who is the father-in-law of Sisowath Kossamak?,2,Norodom Suramarit || Sisowath Kossamak,Sisowath Kossamak || Norodom Suramarit || Jayadevi || Mongkut || Anacyndaraxes,Sisowath Kossamak || Norodom Suramarit || Jayadevi || Mongkut || Anacyndaraxes,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,26,Who is Mugain's mother-in-law?,2,Mugain || Conchobar mac Nessa,Mugain || Conchobar mac Nessa || Dáire Drechlethan || Minamoto no Chikako || Finguine mac Cathail,Mugain || Conchobar mac Nessa || Dáire Drechlethan || Minamoto no Chikako || Finguine mac Cathail,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,27,Where did Theodore Salisbury Woolsey's father study?,2,Theodore Dwight Woolsey || Theodore Salisbury Woolsey,Theodore Salisbury Woolsey || Theodore Dwight Woolsey || Theodore Salisbury Woolsey Jr. || James Waddel Alexander || Takayama Tomoteru,Theodore Salisbury Woolsey || Theodore Dwight Woolsey || Theodore Salisbury Woolsey Jr. || James Waddel Alexander || Takayama Tomoteru,False,0.0,0.0,0.0,0.6667,0.6667,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,28,What is the place of birth of the director of film The Return Of Swamp Thing?,2,The Return of Swamp Thing || Jim Wynorski,The Return of Swamp Thing || Jim Wynorski || Rod Hardy || Swamp Thing (film) || Dick Durock,The Return of Swamp Thing || Jim Wynorski || Rod Hardy || Swamp Thing (film) || Dick Durock,False,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,29,Where was the place of death of the performer of song I Can'T See Myself Leaving You?,2,Aretha Franklin || I Can't See Myself Leaving You,I Can't See Myself Leaving You || Aretha Franklin || Sam Cooke || Leaving You || Donnie Elbert,I Can't See Myself Leaving You || Aretha Franklin || Sam Cooke || Leaving You || Donnie Elbert,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,30,"Which film has the director who was born later, Playing It Wild or I'Ll Be Going Now?",4,Dino Risi || William Duncan (actor) || Playing It Wild || I'll Be Going Now,I'll Be Going Now || Dino Risi || Playing It Wild || Victor Sjöström || Peter Glenville,I'll Be Going Now || Dino Risi || Playing It Wild || William Duncan (actor) || Peter Glenville,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank21_50,"2,22,3,1",1,1,0,0,0
2wikimultihopqa,31,"What nationality is Beatrice I, Countess Of Burgundy's husband?",2,"Beatrice I, Countess of Burgundy || Frederick I, Holy Roman Emperor","Frederick V, Duke of Swabia || Beatrice I, Countess of Burgundy || Otto I, Count of Burgundy || Beatrice of Navarre, Duchess of Burgundy || Beatrice of Viennois","Frederick V, Duke of Swabia || Beatrice I, Countess of Burgundy || Frederick I, Holy Roman Emperor || Beatrice of Navarre, Duchess of Burgundy || Beatrice of Viennois",True,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,False,True,True,rank21_50,"2,21",1,1,0,0,0
2wikimultihopqa,32,"Which film has the director born later, Christ Walking On The Water or 45 Fathers?",4,James Tinling || Christ Walking on the Water || 45 Fathers || Georges Méliès,45 Fathers || James Tinling || Christ Walking on the Water || Bertrand Tavernier || Peter Greenaway,45 Fathers || James Tinling || Christ Walking on the Water || Bertrand Tavernier || Peter Greenaway,False,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.75,False,False,True,rank21_50,"2,3,1,22",0,0,0,0,0
2wikimultihopqa,33,Where was the performer of song Come Dance With Me (Song) born?,2,Frank Sinatra || Come Dance with Me (song),Come Dance with Me (song) || Frank Sinatra || Dance with Me (Kelly Clarkson song) || Dance with Me (Zoli Ádok song) || Ven a bailar conmigo,Come Dance with Me (song) || Frank Sinatra || Dance with Me (Kelly Clarkson song) || Dance with Me (Zoli Ádok song) || Ven a bailar conmigo,False,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,34,Where does the director of film Talk About A Stranger work at?,2,Talk About a Stranger || David Bradley (director),Talk About a Stranger || Anthony Mann || Rudolf Steiner (film director) || Tim McCann (director) || Carl Haber,Talk About a Stranger || David Bradley (director) || Rudolf Steiner (film director) || Tim McCann (director) || Carl Haber,True,0.0,0.0,0.0,0.0,0.2857,0.2857,0.5,1.0,False,True,True,rank51_100,"1,57",1,1,0,0,0
2wikimultihopqa,35,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",2,Holm Jølsen || Gideon Johnson Pillow,Gideon Johnson Pillow || Holm Jølsen || Ola Isene || Victor Janson || Gus Wickie,Gideon Johnson Pillow || Holm Jølsen || Edward Francis Burney || Victor Janson || Gus Wickie,True,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True,True,True,top5,"2,1",1,0,0,0,0
2wikimultihopqa,36,What is the place of birth of the composer of film Inherent Vice (Film)?,2,Jonny Greenwood || Inherent Vice (film),Inherent Vice (film) || Jonny Greenwood || Thomas Morse || Walter Ulfig || Hans J. Salter,Inherent Vice (film) || Jonny Greenwood || Thomas Morse || Walter Ulfig || Hans J. Salter,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,37,"Which film whose director is younger, Dangerously They Live or Salad By The Roots?",4,Salad by the Roots || Dangerously They Live || Georges Lautner || Robert Florey,Dangerously They Live || Robert Florey || Salad by the Roots || Werner Herzog || Roger Corman,Dangerously They Live || Robert Florey || Salad by the Roots || Georges Lautner || Roger Corman,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank21_50,"3,1,22,2",1,1,0,0,0
2wikimultihopqa,38,Where did Sylvia Burka's husband die?,2,Jocelyn Lovell || Sylvia Burka,Sylvia Burka || Jocelyn Lovell || Stan Marks || Robert W. Levering || Sybil B. G. Eysenck,Sylvia Burka || Jocelyn Lovell || Stan Marks || Robert W. Levering || Sybil B. G. Eysenck,False,0.0,0.0,0.0,0.3333,0.3333,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,39,"Who lived longer, Ludwig Elsbett or Pamela Ann Rymer?",2,Ludwig Elsbett || Pamela Ann Rymer,Ludwig Elsbett || Margaret of Masovia || Pamela Ann Rymer || Princess Elisabeth of Hesse and by Rhine (1895–1903) || Princess Elisabeth Anna of Prussia,Ludwig Elsbett || Health and intelligence || Pamela Ann Rymer || Princess Elisabeth of Hesse and by Rhine (1895–1903) || Princess Elisabeth Anna of Prussia,True,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,True,True,True,top5,"1,3",1,0,0,0,0
2wikimultihopqa,40,"Which film whose director is younger, Phalitamsha or Gladiators Seven?",4,Phalitamsha || Puttanna Kanagal || Alberto De Martino || Gladiators Seven,Gladiators Seven || Alberto De Martino || Phalitamsha || Aditya Chopra || Sanjay Leela Bhansali,Gladiators Seven || Alberto De Martino || Phalitamsha || Aditya Chopra || Sanjay Leela Bhansali,False,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,False,False,False,top5,"3,NA,2,1",0,0,0,0,0
2wikimultihopqa,41,"Which film has the director who was born later, Henry Goes Arizona or The Blue Collar Worker And The Hairdresser In A Whirl Of Sex And Politics?",4,Lina Wertmüller || Henry Goes Arizona || Edwin L. Marin || The Blue Collar Worker and the Hairdresser in a Whirl of Sex and Politics,Henry Goes Arizona || Edwin L. Marin || The Blue Collar Worker and the Hairdresser in a Whirl of Sex and Politics || Henry King (director) || Henry Hathaway,Henry Goes Arizona || Edwin L. Marin || The Blue Collar Worker and the Hairdresser in a Whirl of Sex and Politics || Lina Wertmüller || Henry Hathaway,True,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,False,True,True,rank21_50,"22,1,2,3",1,1,0,0,0
2wikimultihopqa,42,"Who was born first, Hywel Teifi Edwards or Felix Schuster?",2,Hywel Teifi Edwards || Felix Schuster,Felix Schuster || Hywel Teifi Edwards || Harold D. Schuster || Alexander Fuks || John Edward Bruce,Felix Schuster || Hywel Teifi Edwards || Charles Arthur Tabberer || Alexander Fuks || John Edward Bruce,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",1,0,0,0,0
2wikimultihopqa,43,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",4,Tombstone Rashomon || Yeşim Ustaoğlu || Alex Cox || Waiting for the Clouds,Tombstone Rashomon || Alex Cox || Waiting for the Clouds || Sergio Leone || John Sayles,Tombstone Rashomon || Juzo Itami || Waiting for the Clouds || Sergio Leone || John Sayles,True,1.0,0.0,-1.0,1.0,0.0,-1.0,0.75,0.5,False,False,False,top5,"1,NA,2,3",1,0,1,0,0
2wikimultihopqa,44,Where was the performer of song B Boy (Song) detained?,2,B Boy (song) || Meek Mill,B Boy (song) || Meek Mill || Dice (rapper) || Chuck Berry || J-Flexx,B Boy (song) || Meek Mill || Dice (rapper) || Chuck Berry || J-Flexx,False,0.0,0.0,0.0,0.2857,0.2857,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,45,"Which film has the director who was born later, Illusions (1982 Film) or It'S A Wonderful Afterlife?",4,Gurinder Chadha || Illusions (1982 film) || It's a Wonderful Afterlife || Julie Dash,Illusions (1982 film) || Julie Dash || It's a Wonderful Afterlife || Gurinder Chadha || Goldy Notay,Illusions (1982 film) || Julie Dash || It's a Wonderful Afterlife || Gurinder Chadha || Goldy Notay,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"4,1,3,2",0,0,0,0,0
2wikimultihopqa,46,"Are both movies, Naked Tango and Algiers (Film), from the same country?",2,Naked Tango || Algiers (film),Algiers (film) || Low Deep T || Naked Tango || The Lights of Buenos Aires || To the Heart,Algiers (film) || Place of birth || Naked Tango || The Lights of Buenos Aires || To the Heart,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"3,1",1,0,0,0,0
2wikimultihopqa,47,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",2,"Albert Édouard Le Brethon de Caligny || Sir Thomas Wheate, 1st Baronet","Albert Édouard Le Brethon de Caligny || Sir Thomas Wheate, 1st Baronet || Sir Thomas Wheate, 2nd Baronet || Sir Thomas Beaumont, 1st Baronet || Sir William Brereton, 1st Baronet","Albert Édouard Le Brethon de Caligny || Sir Thomas Wheate, 1st Baronet || Sir Thomas Wheate, 2nd Baronet || Sir Thomas Beaumont, 1st Baronet || Sir William Brereton, 1st Baronet",False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,2",0,0,0,0,0
2wikimultihopqa,48,Where did the composer of film The Straw Hat die?,2,Isaac Schwartz || The Straw Hat,The Straw Hat || Isaac Schwartz || Oscar Straus (composer) || Abe Meyer || Amedeo Escobar,The Straw Hat || Isaac Schwartz || Oscar Straus (composer) || Abe Meyer || Amedeo Escobar,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,49,Where does the director of film A Nest Of Noblemen work at?,2,Vladimir Gardin || A Nest of Noblemen,A Nest of Noblemen || Vladimir Gardin || Aki Kaurismäki || Peter Greenaway || The Last of the Knucklemen,A Nest of Noblemen || Vladimir Gardin || Aki Kaurismäki || Peter Greenaway || The Last of the Knucklemen,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,50,"Were both Pietro Salini and Domenico Ravenna, born in the same place?",2,Pietro Salini || Domenico Ravenna,Domenico Ravenna || Pietro Salini || Pierfelice Ravenna || Gino Ravenna || Pia Ravenna,Domenico Ravenna || Pietro Salini || Pierfelice Ravenna || Gino Ravenna || Pia Ravenna,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,51,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",2,"John Ernest, Duke of Saxe-Eisenach || Christine of Hesse-Kassel (1578–1658)","John Ernest, Duke of Saxe-Eisenach || John Ernest II, Duke of Saxe-Weimar || John George II, Duke of Saxe-Eisenach || John William III, Duke of Saxe-Eisenach || William Ernest, Duke of Saxe-Weimar","John Ernest, Duke of Saxe-Eisenach || John Ernest II, Duke of Saxe-Weimar || Duke Alexander of Württemberg (1804–1885) || John William III, Duke of Saxe-Eisenach || William Ernest, Duke of Saxe-Weimar",True,0.0,0.0,0.0,0.4,0.0,-0.4,0.5,0.5,False,False,False,top5,"1,NA",1,0,0,0,0
2wikimultihopqa,52,Who is the father of the director of film Palo Alto (2013 Film)?,2,Gia Coppola || Palo Alto (2013 film),Palo Alto (2013 film) || Gia Coppola || Jack Kilmer || Efren Reyes Sr. || Yasuichi Oshima,Palo Alto (2013 film) || Gia Coppola || Jack Kilmer || Efren Reyes Sr. || Yasuichi Oshima,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,53,Who is the child of the director of film Los Pagares De Mendieta?,2,Leopoldo Torres Ríos || Los Pagares de Mendieta,Los Pagares de Mendieta || Leopoldo Torres Ríos || Gracia Querejeta || Luis Mandoki || Fernando Cortés,Los Pagares de Mendieta || Leopoldo Torres Ríos || Gracia Querejeta || Luis Mandoki || Fernando Cortés,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,54,"Who lived longer, Hubert Mordek or Levon Ashotovich Grigorian?",2,Levon Ashotovich Grigorian || Hubert Mordek,"Levon Ashotovich Grigorian || Antonio Rinaldi (cinematographer) || Hubert Mordek || Georg, Duke of Hohenberg || Moritz, Landgrave of Hesse","Levon Ashotovich Grigorian || Derek Moore-Brabazon, 2nd Baron Brabazon of Tara || Hubert Mordek || Georg, Duke of Hohenberg || Moritz, Landgrave of Hesse",True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"1,3",1,0,0,0,0
2wikimultihopqa,55,Who is the spouse of the director of film My Three Merry Widows?,2,Fernando Cortés || My Three Merry Widows,My Three Merry Widows || Fernando Cortés || The Very Merry Widows || My Wife Is a Gangster || Sherry Hormann,My Three Merry Widows || Fernando Cortés || The Very Merry Widows || My Wife Is a Gangster || Sherry Hormann,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True,True,True,top5,"2,1",0,0,0,0,0
2wikimultihopqa,56,Which country the composer of film Thunder On The Hill is from?,2,Hans J. Salter || Thunder on the Hill,Thunder on the Hill || The Merry Monahans || Thomas Morse || Walter Ulfig || Bert Grund,Thunder on the Hill || The Merry Monahans || Thomas Morse || Walter Ulfig || Bert Grund,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,False,False,True,rank6_10,"8,1",0,0,0,0,0
