dataset,base_dataset,query_index,question,gold_title,policy,source_best_gold_rank,policy_best_gold_rank,rank_improvement,baseline_hit_at_5,baseline_hit_at_10,baseline_hit_at_20,policy_hit_at_5,policy_hit_at_10,policy_hit_at_20,new_hit_at_5,new_hit_at_10,new_hit_at_20,best_score,best_generated_text,best_reason,policy_top5_titles_json
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,demand_lexical,18,52,-34,0,0,1,0,0,0,0,0,0,0.0,,,"[""César Gaytan"", ""Child labour"", ""History of the west coast of North America"", ""Portugal"", ""Spice trade""]"
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,llm_query_reform,18,56,-38,0,0,1,0,0,0,0,0,0,0.0,,,"[""César Gaytan"", ""Child labour"", ""Portugal"", ""History of the west coast of North America"", ""Spice trade""]"
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,llm_demand_reform,18,72,-54,0,0,1,0,0,0,0,0,0,0.0,,,"[""César Gaytan"", ""Child labour"", ""History of the west coast of North America"", ""Portugal"", ""Spice trade""]"
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,llm_demand_hyde,18,37,-19,0,0,1,0,0,0,0,0,0,12.106214391012841,The Italian navigator Christopher Columbus explored the eastern coast of the continent of North America during his first voyage in 1492.,body_token_overlap,"[""César Gaytan"", ""Spain"", ""Spain"", ""History of the west coast of North America"", ""Exploration of North America""]"
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,llm_combined,18,63,-45,0,0,1,0,0,0,0,0,0,12.106214391012841,The Italian navigator Christopher Columbus explored the eastern coast of the continent of North America during his first voyage in 1492.,body_token_overlap,"[""César Gaytan"", ""History of the west coast of North America"", ""Spain"", ""Spain"", ""Exploration of North America""]"
MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,llm_listwise_select,18,29,-11,0,0,1,0,0,0,0,0,0,0.0,,,"[""César Gaytan"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Exploration of North America"", ""Pedro Álvares Cabral""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,source_order,7,7,0,0,1,1,0,1,1,0,0,0,0.0,,,"[""Central Intelligence Agency"", ""Korean War"", ""Central Intelligence Agency"", ""Korean War"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,question_lexical,7,11,-4,0,1,1,0,0,1,0,0,0,37.33176542028052,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,body_token_overlap,"[""Korean War"", ""Korean War"", ""Korean War"", ""Great power"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,demand_lexical,7,21,-14,0,1,1,0,0,0,0,0,0,16.828605710023858,s1: Which country is referred to as the one that Directive 10/2 called for actions against? Directive 10/2,body_token_overlap,"[""Korean War"", ""Korean War"", ""Korean War"", ""Korean War"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,llm_query_reform,7,38,-31,0,1,1,0,0,0,0,0,0,10.8840754328144,Directive 10/2 country called for actions against,body_token_overlap,"[""Korean War"", ""Korean War"", ""Korean War"", ""Korean War"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,llm_demand_reform,7,49,-42,0,1,1,0,0,0,0,0,0,0.0,,,"[""Korean War"", ""Korean War"", ""Korean War"", ""Korean War"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,llm_demand_hyde,7,3,4,0,1,1,1,1,1,1,0,0,68.65850567179216,"The arguer, Nikita Khrushchev, was a prominent leader of the Soviet Union and a key figure in the Cold War era.",body_token_overlap,"[""Cold War"", ""Korean War"", ""Korean War"", ""Imperialism"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,llm_combined,7,14,-7,0,1,1,0,0,1,0,0,0,74.51369747088378,"The arguer, Nikita Khrushchev, was a prominent leader of the Soviet Union and a key figure in the Cold War era.",body_token_overlap,"[""Cold War"", ""Korean War"", ""Korean War"", ""Korean War"", ""Korean War""]"
MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,llm_listwise_select,7,18,-11,0,1,1,0,0,1,0,0,0,0.0,,,"[""Central Intelligence Agency"", ""Korean War"", ""Korean War"", ""Korean War"", ""United States in the Korean War""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,source_order,51,51,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""Major League Baseball draft"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""World Series Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,source_order,58,58,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""Major League Baseball draft"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""World Series Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,question_lexical,51,62,-11,0,0,0,0,0,0,0,0,0,10.481806506239376,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""List of Silver Slugger Award winners at second base"", ""Major League Baseball draft""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,question_lexical,58,89,-31,0,0,0,0,0,0,0,0,0,3.6679974811101914,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""List of Silver Slugger Award winners at second base"", ""Major League Baseball draft""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,demand_lexical,51,62,-11,0,0,0,0,0,0,0,0,0,12.167896643140617,s1: Which league has a competition where they give out the MLB MVP award after it? MLB MVP award,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball draft"", ""Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,demand_lexical,58,89,-31,0,0,0,0,0,0,0,0,0,5.568157178843415,s2: Who was the second pick in the 1999 draft of that league?,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball draft"", ""Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,llm_query_reform,51,83,-32,0,0,0,0,0,0,0,0,0,5.71741780751034,MLB league MVP award process,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball draft"", ""NBA draft lottery"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,llm_query_reform,58,88,-30,0,0,0,0,0,0,0,0,0,5.067997481110192,MLB league MVP award process,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball draft"", ""NBA draft lottery"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,llm_demand_reform,51,80,-29,0,0,0,0,0,0,0,0,0,5.71741780751034,MLB MVP award competition league,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award"", ""NBA draft lottery"", ""Major League Baseball draft""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,llm_demand_reform,58,86,-28,0,0,0,0,0,0,0,0,0,5.067997481110192,MLB MVP award competition league,body_token_overlap,"[""1999 Major League Baseball draft"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award"", ""NBA draft lottery"", ""Major League Baseball draft""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,llm_demand_hyde,51,0,51,0,0,0,1,1,1,1,1,1,155.27926940581037,"In the 1999 MLB draft, the second overall pick was Adam Everett, who was selected by the New York Yankees.",title_token_overlap,"[""New York Yankees"", ""New York Yankees"", ""NBA Most Valuable Player Award"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,llm_demand_hyde,58,70,-12,0,0,0,0,0,0,0,0,0,17.505184981976438,"In the 1999 MLB draft, the second overall pick was Adam Everett, who was selected by the New York Yankees.",body_token_overlap,"[""New York Yankees"", ""New York Yankees"", ""NBA Most Valuable Player Award"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,llm_combined,51,4,47,0,0,0,1,1,1,1,1,1,158.71535659726283,"In the 1999 MLB draft, the second overall pick was Adam Everett, who was selected by the New York Yankees.",title_token_overlap,"[""Major League Baseball All-Star Game Most Valuable Player Award"", ""NBA Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award"", ""1999 Major League Baseball draft"", ""New York Yankees""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,llm_combined,58,83,-25,0,0,0,0,0,0,0,0,0,19.82982377290933,"In the 1999 MLB draft, the second overall pick was Adam Everett, who was selected by the New York Yankees.",body_token_overlap,"[""Major League Baseball All-Star Game Most Valuable Player Award"", ""NBA Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award"", ""1999 Major League Baseball draft"", ""New York Yankees""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,llm_listwise_select,51,57,-6,0,0,0,0,0,0,0,0,0,0.0,,,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""Major League Baseball draft"", ""Willie Mays"", ""Lee Smith (baseball)""]"
MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,llm_listwise_select,58,63,-5,0,0,0,0,0,0,0,0,0,0.0,,,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""Major League Baseball draft"", ""Willie Mays"", ""Lee Smith (baseball)""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,source_order,27,27,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""Water resources"", ""Israel"", ""Israel"", ""Israel"", ""Near East""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,source_order,75,75,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""Water resources"", ""Israel"", ""Israel"", ""Israel"", ""Near East""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,question_lexical,27,35,-8,0,0,0,0,0,0,0,0,0,10.422133371004287,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,question_lexical,75,92,-17,0,0,0,0,0,0,0,0,0,0.0,,,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,demand_lexical,27,47,-20,0,0,0,0,0,0,0,0,0,8.407324730360225,s1: What is the region immediately north of Israel? Israel,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,demand_lexical,75,92,-17,0,0,0,0,0,0,0,0,0,0.0,,,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,llm_query_reform,27,50,-23,0,0,0,0,0,0,0,0,0,10.654149846845895,region immediately north of Israel,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,llm_query_reform,75,56,19,0,0,0,0,0,0,0,0,0,10.100249967544023,regions with desalination growth and their establishment dates,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,llm_demand_reform,27,43,-16,0,0,0,0,0,0,0,0,0,9.863695020595026,region immediately north of Israel,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,llm_demand_reform,75,92,-17,0,0,0,0,0,0,0,0,0,0.0,,,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,llm_demand_hyde,27,26,1,0,0,0,0,0,0,0,0,0,25.041417740589658,"The region immediately north of Israel is the State of Lebanon. Lebanon is a country located in the Eastern Mediterranean, bordering Israel to the south.",body_token_overlap,"[""Arabian Peninsula"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,llm_demand_hyde,75,75,0,0,0,0,0,0,0,0,0,0,6.799912783550869,"The region immediately north of Israel is the State of Lebanon. Lebanon is a country located in the Eastern Mediterranean, bordering Israel to the south.",body_token_overlap,"[""Arabian Peninsula"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,llm_combined,27,32,-5,0,0,0,0,0,0,0,0,0,31.569756044385997,"The region immediately north of Israel is the State of Lebanon. Lebanon is a country located in the Eastern Mediterranean, bordering Israel to the south.",body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,llm_combined,75,76,-1,0,0,0,0,0,0,0,0,0,10.916239501570127,regions with desalination growth and their establishment dates,body_token_overlap,"[""Israel"", ""Israel"", ""Israel"", ""Israel"", ""Israel""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,llm_listwise_select,27,34,-7,0,0,0,0,0,0,0,0,0,0.0,,,"[""Near East"", ""1948 Arab–Israeli War"", ""Kingdom of Aksum"", ""Suez Canal"", ""Kingdom of Israel (united monarchy)""]"
MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,llm_listwise_select,75,78,-3,0,0,0,0,0,0,0,0,0,0.0,,,"[""Near East"", ""1948 Arab–Israeli War"", ""Kingdom of Aksum"", ""Suez Canal"", ""Kingdom of Israel (united monarchy)""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,source_order,5,5,0,0,1,1,0,1,1,0,0,0,0.0,,,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),source_order,27,27,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,question_lexical,5,17,-12,0,1,1,0,0,1,0,0,0,18.205412093459564,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""Sokolniki District"", ""Marian reforms""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),question_lexical,27,33,-6,0,0,0,0,0,0,0,0,0,8.95610580733545,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""Sokolniki District"", ""Marian reforms""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,demand_lexical,5,17,-12,0,1,1,0,0,1,0,0,0,14.321422753421174,s1: Who is the person that wanted to reform and address John Kodwo Amissah's religion? John Kodwo Amissah,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""Sokolniki District"", ""Marian reforms""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),demand_lexical,27,28,-1,0,0,0,0,0,0,0,0,0,9.656105807335448,s2: Which district did that person preach a sermon on Marian devotion before his death?,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""Sokolniki District"", ""Marian reforms""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,llm_query_reform,5,36,-31,0,1,1,0,0,0,0,0,0,10.325124164559085,Preacher of Marian devotion before death,body_token_overlap,"[""John Kodwo Amissah"", ""Marian reforms"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),llm_query_reform,27,32,-5,0,0,0,0,0,0,0,0,0,11.774838504215703,District where Marian devotion sermon was preached,body_token_overlap,"[""John Kodwo Amissah"", ""Marian reforms"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,llm_demand_reform,5,39,-34,0,1,1,0,0,0,0,0,0,6.205898030941222,John Kodwo Amissah religion reformer,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Sokolniki District"", ""Marian reforms"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),llm_demand_reform,27,21,6,0,0,0,0,0,0,0,0,0,10.556105807335449,preach Marian devotion sermon district,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Sokolniki District"", ""Marian reforms"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,llm_demand_hyde,5,22,-17,0,1,1,0,0,0,0,0,0,19.144764297007136,"Samuel Mensah, the preacher who sought to reform John Kodwo Amissah's religion, preached a sermon on Marian devotion in the district of Nsawam before his death.",body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""John Kerry"", ""Pope John XXIII""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),llm_demand_hyde,27,47,-20,0,0,0,0,0,0,0,0,0,8.822772474002115,"Samuel Mensah, the preacher who sought to reform John Kodwo Amissah's religion, preached a sermon on Marian devotion in the district of Nsawam before his death.",body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Mary, mother of Jesus"", ""John Kerry"", ""Pope John XXIII""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,llm_combined,5,23,-18,0,1,1,0,0,0,0,0,0,24.753405715600124,"Samuel Mensah, the preacher who sought to reform John Kodwo Amissah's religion, preached a sermon on Marian devotion in the district of Nsawam before his death.",body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Marian reforms"", ""Mary, mother of Jesus"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),llm_combined,27,44,-17,0,0,0,0,0,0,0,0,0,15.259036594856465,District where Marian devotion sermon was preached,body_token_overlap,"[""John Kodwo Amissah"", ""John (Lil Wayne song)"", ""Marian reforms"", ""Mary, mother of Jesus"", ""John Kerry""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,llm_listwise_select,5,18,-13,0,1,1,0,0,1,0,0,0,0.0,,,"[""John Kodwo Amissah"", ""Henry Scott Holland"", ""Ambroise-Marie Carré"", ""Sacerdotii nostri primordia"", ""Joseph De Piro""]"
MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),llm_listwise_select,27,35,-8,0,0,0,0,0,0,0,0,0,0.0,,,"[""John Kodwo Amissah"", ""Henry Scott Holland"", ""Ambroise-Marie Carré"", ""Sacerdotii nostri primordia"", ""Joseph De Piro""]"
MuSiQue,musique,69,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,"Tucson, Arizona",source_order,94,94,0,0,0,0,0,0,0,0,0,0,0.0,,,"[""Mingus Plays Piano"", ""Indiana"", ""Arizona"", ""Zarqa Governorate"", ""Charles Mingus""]"
