dataset,base_dataset,query_index,query_idx,question,method,gold_doc_count,support_hit_count,support_recall,support_complete,missing_count,selected_positions_json,selected_titles_json,missing_titles_json,rankgpt_parse_ok,rankgpt_prompt_has_no_think,rankgpt_selected_count,rankgpt_parse_source,rankgpt_error
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""He Who Whispers"", ""Pepe Carvalho"", ""Nick Carter, Master Detective""]",[],,,,,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes"", ""He Who Whispers"", ""Pepe Carvalho"", ""Nick Carter, Master Detective""]",[],,,,,
HotpotQA,hotpotqa,1,1,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 0, 8, 11, 32]","[""Sherlock Holmes"", ""The Adventure of the Seven Clocks"", ""The Return of Sherlock Holmes (1929 film)"", ""Agatha Christie"", ""List of Agatha Christie's Marple episodes""]",[],1,1,5,json,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""Iker Muniain"", ""Lionel Messi""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,setr_faithful,2,2,1.0,1,0,"[0, 1, 6, 7, 11]","[""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona"", ""FC Barcelona""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,dbec_selective,2,2,1.0,1,0,"[0, 1, 13, 2, 3]","[""FC Barcelona"", ""FC Barcelona"", ""List of international goals scored by Lionel Messi"", ""FC Barcelona"", ""Iker Muniain""]",[],,,,,
MuSiQue,musique,0,0,When was the person who Messi's goals in Copa del Rey compared to get signed by Barcelona?,rankgpt_sliding20_step10_no_think,2,2,1.0,1,0,"[1, 14, 17, 19, 4]","[""FC Barcelona"", ""FC Barcelona"", ""List of La Liga top scorers"", ""List of La Liga top scorers"", ""Lionel Messi""]",[],1,1,5,json,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",source_order,3,2,0.6666666666666666,0,1,"[0, 1, 2, 3, 4]","[""Warsaw Pact"", ""Molotov–Ribbentrop Pact"", ""Warsaw Pact"", ""Allies of World War II"", ""Warsaw Pact""]","[""Szlachta""]",,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",setr_faithful,3,2,0.6666666666666666,0,1,"[1, 3, 0, 2, 4]","[""Molotov–Ribbentrop Pact"", ""Allies of World War II"", ""Warsaw Pact"", ""Warsaw Pact"", ""Warsaw Pact""]","[""Szlachta""]",,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",dbec_selective,3,3,1.0,1,0,"[0, 23, 1, 85, 2]","[""Warsaw Pact"", ""Soviet Union in World War II"", ""Molotov–Ribbentrop Pact"", ""Szlachta"", ""Warsaw Pact""]",[],,,,,
MuSiQue,musique,1,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",rankgpt_sliding20_step10_no_think,3,2,0.6666666666666666,0,1,"[1, 0, 2, 7, 9]","[""Molotov–Ribbentrop Pact"", ""Warsaw Pact"", ""Warsaw Pact"", ""Warsaw Pact"", ""Warsaw Pact""]","[""Szlachta""]",1,1,5,json,
