dataset,query_index,method,gold_title,source_best_gold_rank,hit_at_5,new_hit_at_5,selected_titles_json
MuSiQue,39,rankgpt_rank5_no_think,World Series,58,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy"", ""Major League Baseball All-Star Game Most Valuable Player Award""]"
MuSiQue,39,rankgpt_select5_no_think,World Series,58,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy"", ""LeBron James""]"
MuSiQue,39,setr_faithful,World Series,58,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""Major League Baseball draft""]"
MuSiQue,39,source_order,World Series,58,0,0,"[""Major League Baseball draft"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""World Series Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,39,dbec_selective,New York Yankees,51,0,0,"[""Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""1999 Major League Baseball draft"", ""Major League Baseball draft"", ""Hart Memorial Trophy""]"
MuSiQue,39,rankgpt_rank5_no_think,New York Yankees,51,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy"", ""Major League Baseball All-Star Game Most Valuable Player Award""]"
MuSiQue,39,rankgpt_select5_no_think,New York Yankees,51,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""World Series Most Valuable Player Award"", ""Hart Memorial Trophy"", ""LeBron James""]"
MuSiQue,39,setr_faithful,New York Yankees,51,0,0,"[""1999 Major League Baseball draft"", ""Major League Baseball Most Valuable Player Award"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""Major League Baseball draft""]"
MuSiQue,39,source_order,New York Yankees,51,0,0,"[""Major League Baseball draft"", ""Hart Memorial Trophy"", ""Major League Baseball draft"", ""World Series Most Valuable Player Award"", ""Major League Baseball Most Valuable Player Award""]"
MuSiQue,55,dbec_selective,Saudi Arabia,75,0,0,"[""History of Saudi Arabia"", ""Israel"", ""Water resources"", ""Israel"", ""Israel""]"
MuSiQue,55,rankgpt_rank5_no_think,Saudi Arabia,75,0,0,"[""Near East"", ""1948 Arab–Israeli War"", ""Geography of Turkey"", ""Iran"", ""Kingdom of Israel (united monarchy)""]"
MuSiQue,55,rankgpt_select5_no_think,Saudi Arabia,75,0,0,"[""Near East"", ""Hevel Eilot Regional Council"", ""Tzelafon"", ""Al Lith"", ""Geography of Turkey""]"
MuSiQue,55,setr_faithful,Saudi Arabia,75,0,0,"[""Israel"", ""Near East"", ""Jordan"", ""Water resources"", ""Israel""]"
MuSiQue,55,source_order,Saudi Arabia,75,0,0,"[""Water resources"", ""Israel"", ""Israel"", ""Israel"", ""Near East""]"
MuSiQue,55,dbec_selective,Geography of Saudi Arabia,27,0,0,"[""History of Saudi Arabia"", ""Israel"", ""Water resources"", ""Israel"", ""Israel""]"
MuSiQue,55,rankgpt_rank5_no_think,Geography of Saudi Arabia,27,0,0,"[""Near East"", ""1948 Arab–Israeli War"", ""Geography of Turkey"", ""Iran"", ""Kingdom of Israel (united monarchy)""]"
MuSiQue,55,rankgpt_select5_no_think,Geography of Saudi Arabia,27,0,0,"[""Near East"", ""Hevel Eilot Regional Council"", ""Tzelafon"", ""Al Lith"", ""Geography of Turkey""]"
MuSiQue,55,setr_faithful,Geography of Saudi Arabia,27,0,0,"[""Israel"", ""Near East"", ""Jordan"", ""Water resources"", ""Israel""]"
MuSiQue,55,source_order,Geography of Saudi Arabia,27,0,0,"[""Water resources"", ""Israel"", ""Israel"", ""Israel"", ""Near East""]"
MuSiQue,59,dbec_selective,Reformation,5,0,0,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,59,rankgpt_rank5_no_think,Reformation,5,1,1,"[""Dodi Island"", ""Wittenberg (district)"", ""Reformation"", ""Henry Scott Holland"", ""Edward VIII""]"
MuSiQue,59,rankgpt_select5_no_think,Reformation,5,0,0,"[""John Kodwo Amissah"", ""Henry Scott Holland"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Doubt (2008 film)""]"
MuSiQue,59,setr_faithful,Reformation,5,0,0,"[""John Kodwo Amissah"", ""A River Runs Through It (film)"", ""Ambroise-Marie Carré"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]"
MuSiQue,59,source_order,Reformation,5,0,0,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,59,dbec_selective,Wittenberg (district),27,0,0,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,59,rankgpt_rank5_no_think,Wittenberg (district),27,1,1,"[""Dodi Island"", ""Wittenberg (district)"", ""Reformation"", ""Henry Scott Holland"", ""Edward VIII""]"
MuSiQue,59,rankgpt_select5_no_think,Wittenberg (district),27,1,1,"[""John Kodwo Amissah"", ""Henry Scott Holland"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Doubt (2008 film)""]"
MuSiQue,59,setr_faithful,Wittenberg (district),27,0,0,"[""John Kodwo Amissah"", ""A River Runs Through It (film)"", ""Ambroise-Marie Carré"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]"
MuSiQue,59,source_order,Wittenberg (district),27,0,0,"[""John Kodwo Amissah"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus"", ""Henry Scott Holland"", ""Mary, mother of Jesus""]"
MuSiQue,69,dbec_selective,"Tucson, Arizona",94,0,0,"[""Mingus Plays Piano"", ""Oklahoma City"", ""Desert Diamond West Valley Phoenix Grand Prix"", ""Oklahoma City"", ""Indiana""]"
MuSiQue,69,rankgpt_rank5_no_think,"Tucson, Arizona",94,0,0,"[""Charles Mingus"", ""Indiana"", ""Oklahoma City"", ""Bangladesh"", ""2018 Indianapolis 500""]"
MuSiQue,69,rankgpt_select5_no_think,"Tucson, Arizona",94,0,0,"[""Charles Mingus"", ""Detroit"", ""Oklahoma City"", ""Oklahoma City"", ""Monroe City, Indiana""]"
MuSiQue,69,setr_faithful,"Tucson, Arizona",94,0,0,"[""Mingus Plays Piano"", ""Indiana"", ""Charles Mingus"", ""Arizona"", ""Zarqa Governorate""]"
MuSiQue,69,source_order,"Tucson, Arizona",94,0,0,"[""Mingus Plays Piano"", ""Indiana"", ""Arizona"", ""Zarqa Governorate"", ""Charles Mingus""]"
MuSiQue,74,dbec_selective,Mississippi River,50,0,0,"[""Minneapolis"", ""Write This Down (band)"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]"
MuSiQue,74,rankgpt_rank5_no_think,Mississippi River,50,1,1,"[""Write This Down (band)"", ""Minneapolis"", ""Mississippi River"", ""Wichita, Kansas"", ""Ohio River""]"
MuSiQue,74,rankgpt_select5_no_think,Mississippi River,50,1,1,"[""Write This Down (band)"", ""Minneapolis"", ""Cumberland River"", ""Mississippi River"", ""Lake Ontario""]"
MuSiQue,74,setr_faithful,Mississippi River,50,0,0,"[""Write This Down (band)"", ""Minneapolis"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]"
MuSiQue,74,source_order,Mississippi River,50,0,0,"[""Write This Down (band)"", ""Minneapolis"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]"
MuSiQue,87,dbec_selective,1952 Winter Olympics,81,0,0,"[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]"
MuSiQue,87,rankgpt_rank5_no_think,1952 Winter Olympics,81,0,0,"[""List of territorial entities where German is an official language"", ""Angela Merkel"", ""Capital punishment in Illinois"", ""Capital punishment in the United Kingdom"", ""The Grapes of Wrath""]"
MuSiQue,87,rankgpt_select5_no_think,1952 Winter Olympics,81,0,0,"[""The Messenger (Zusak novel)"", ""List of territorial entities where German is an official language"", ""Capital punishment in the United Kingdom"", ""Capital punishment in Illinois"", ""Peter Altenberg""]"
MuSiQue,87,setr_faithful,1952 Winter Olympics,81,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]"
MuSiQue,87,source_order,1952 Winter Olympics,81,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United States"", ""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""Capital punishment in New Zealand""]"
MuSiQue,87,dbec_selective,The Messenger (Zusak novel),15,0,0,"[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]"
MuSiQue,87,rankgpt_rank5_no_think,The Messenger (Zusak novel),15,0,0,"[""List of territorial entities where German is an official language"", ""Angela Merkel"", ""Capital punishment in Illinois"", ""Capital punishment in the United Kingdom"", ""The Grapes of Wrath""]"
MuSiQue,87,rankgpt_select5_no_think,The Messenger (Zusak novel),15,1,1,"[""The Messenger (Zusak novel)"", ""List of territorial entities where German is an official language"", ""Capital punishment in the United Kingdom"", ""Capital punishment in Illinois"", ""Peter Altenberg""]"
MuSiQue,87,setr_faithful,The Messenger (Zusak novel),15,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]"
MuSiQue,87,source_order,The Messenger (Zusak novel),15,0,0,"[""The Book Thief (film)"", ""Capital punishment in the United States"", ""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""Capital punishment in New Zealand""]"
MuSiQue,90,dbec_selective,Media in Pristina,28,0,0,"[""Serbian language"", ""Love Around"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]"
MuSiQue,90,rankgpt_rank5_no_think,Media in Pristina,28,0,0,"[""Serbian language"", ""Guyana"", ""Portugal"", ""Armenia"", ""Cyprus""]"
MuSiQue,90,rankgpt_select5_no_think,Media in Pristina,28,0,0,"[""Olivera Marković"", ""Serbian language"", ""Guyana"", ""List of territorial entities where English is an official language"", ""Serbia at the Olympics""]"
MuSiQue,90,setr_faithful,Media in Pristina,28,0,0,"[""Serbian language"", ""Belgrade (film)"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]"
MuSiQue,90,source_order,Media in Pristina,28,0,0,"[""Olivera Marković"", ""Serbian language"", ""Olivera Katarina"", ""List of territorial entities where English is an official language"", ""Josip Broz Tito""]"
MuSiQue,91,dbec_selective,WWNQ,26,0,0,"[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]"
MuSiQue,91,rankgpt_rank5_no_think,WWNQ,26,0,0,"[""Columbia, South Carolina"", ""Minnesota State Capitol"", ""Columbia, South Carolina"", ""Mississippi"", ""Florida""]"
MuSiQue,91,rankgpt_select5_no_think,WWNQ,26,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Saint Paul, Minnesota"", ""Minnesota State Capitol""]"
MuSiQue,91,setr_faithful,WWNQ,26,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]"
MuSiQue,91,source_order,WWNQ,26,0,0,"[""Erskine College"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States"", ""Mississippi"", ""Minneapolis""]"
MuSiQue,91,dbec_selective,"Charleston, South Carolina",10,0,0,"[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]"
MuSiQue,91,rankgpt_rank5_no_think,"Charleston, South Carolina",10,0,0,"[""Columbia, South Carolina"", ""Minnesota State Capitol"", ""Columbia, South Carolina"", ""Mississippi"", ""Florida""]"
MuSiQue,91,rankgpt_select5_no_think,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Saint Paul, Minnesota"", ""Minnesota State Capitol""]"
MuSiQue,91,setr_faithful,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]"
MuSiQue,91,source_order,"Charleston, South Carolina",10,0,0,"[""Erskine College"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States"", ""Mississippi"", ""Minneapolis""]"
