dataset,base_dataset,query_index,query_idx,question,method,gold_doc_count,support_hit_count,support_recall,support_complete,missing_count,selected_positions_json,selected_titles_json,missing_titles_json,rankgpt_parse_ok,rankgpt_prompt_has_no_think,rankgpt_selected_count,rankgpt_parse_source,rankgpt_error
2Wiki,2wikimultihopqa,2,2,What is the place of birth of the performer of song Changed It?,rankgpt_rank5_no_think,2,1,0.5,0,1,"[0, 17, 45, 28, 44]","[""Changed It"", ""Chris Brown"", ""Jamie Foxx"", ""Fine by Me (Chris Brown song)"", ""Iraqi nationality law""]","[""Nicki Minaj""]",1,1,5,json,
2Wiki,2wikimultihopqa,2,2,What is the place of birth of the performer of song Changed It?,rankgpt_select5_no_think,2,1,0.5,0,1,"[0, 17, 45, 5, 28]","[""Changed It"", ""Chris Brown"", ""Jamie Foxx"", ""You Changed Me"", ""Fine by Me (Chris Brown song)""]","[""Nicki Minaj""]",1,1,5,json,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,dbec_selective,2,2,1.0,1,0,"[77, 0, 1, 81, 2]","[""Abdul-Vahed Niyazov"", ""Nasamkhrali"", ""Marufabad"", ""Where Are You"", ""Ampelakia, Evros""]",[],,,,,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Marufabad"", ""Nasamkhrali"", ""Ampelakia, Evros"", ""Radisele"", ""Where Was I""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,3,3,Are Marufabad and Nasamkhrali both located in the same country?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 2, 3, 5]","[""Nasamkhrali"", ""Marufabad"", ""Ampelakia, Evros"", ""Radisele"", ""Qaleh-ye Zaras""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""Aldri annet enn bråk"", ""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",setr_faithful,4,4,1.0,1,0,"[1, 2, 3, 0, 4]","[""Edith Carlmar"", ""God's Gift to Women"", ""Altid ballade"", ""Aldri annet enn bråk"", ""Michael Curtiz""]",[],,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",dbec_selective,4,3,0.75,0,1,"[99, 1, 2, 0, 3]","[""Arne Toonen"", ""Edith Carlmar"", ""God's Gift to Women"", ""Aldri annet enn bråk"", ""Altid ballade""]","[""Michael Curtiz""]",,,,,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",rankgpt_rank5_no_think,4,3,0.75,0,1,"[2, 4, 1, 5, 10]","[""God's Gift to Women"", ""Michael Curtiz"", ""Edith Carlmar"", ""Bedre enn sitt rykte"", ""Júdás""]","[""Aldri annet enn bråk""]",1,1,5,json,
2Wiki,2wikimultihopqa,4,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",rankgpt_select5_no_think,4,3,0.75,0,1,"[2, 4, 5, 1, 16]","[""God's Gift to Women"", ""Michael Curtiz"", ""Bedre enn sitt rykte"", ""Edith Carlmar"", ""Brink of Life""]","[""Aldri annet enn bråk""]",1,1,5,json,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",source_order,4,4,1.0,1,0,"[0, 1, 2, 3, 4]","[""The Heart of Doreon"", ""El Tonto"", ""Robert North Bradbury"", ""Toto and Cleopatra"", ""Charlie Day""]",[],,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",setr_faithful,4,4,1.0,1,0,"[0, 1, 2, 4, 3]","[""The Heart of Doreon"", ""El Tonto"", ""Robert North Bradbury"", ""Charlie Day"", ""Toto and Cleopatra""]",[],,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",dbec_selective,4,3,0.75,0,1,"[38, 1, 2, 0, 3]","[""Fernando Cortés"", ""El Tonto"", ""Robert North Bradbury"", ""The Heart of Doreon"", ""Toto and Cleopatra""]","[""Charlie Day""]",,,,,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",rankgpt_rank5_no_think,4,3,0.75,0,1,"[1, 2, 4, 38, 41]","[""El Tonto"", ""Robert North Bradbury"", ""Charlie Day"", ""Fernando Cortés"", ""List of people named O'Grady""]","[""The Heart of Doreon""]",1,1,5,json,
2Wiki,2wikimultihopqa,5,5,"Which film whose director was born first, El Tonto or The Heart Of Doreon?",rankgpt_select5_no_think,4,3,0.75,0,1,"[1, 4, 2, 38, 44]","[""El Tonto"", ""Charlie Day"", ""Robert North Bradbury"", ""Fernando Cortés"", ""My Three Merry Widows""]","[""The Heart of Doreon""]",1,1,5,json,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood"", ""Where Was I""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,dbec_selective,2,2,1.0,1,0,"[7, 0, 1, 2, 3]","[""When I Was Young"", ""Andy Summers"", ""Aivar Kuusmaa"", ""Dugès"", ""Jonny Greenwood""]",[],,,,,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 5, 21, 31]","[""Aivar Kuusmaa"", ""Andy Summers"", ""Sammy Hagar"", ""Roy Budd"", ""Victor Janson""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,6,6,Who was born first out of Aivar Kuusmaa and Andy Summers?,rankgpt_select5_no_think,2,2,1.0,1,0,"[1, 0, 5, 21, 31]","[""Aivar Kuusmaa"", ""Andy Summers"", ""Sammy Hagar"", ""Roy Budd"", ""Victor Janson""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru"", ""Amy of Garmoran""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru"", ""Amy of Garmoran""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,dbec_selective,2,2,1.0,1,0,"[1, 83, 0, 2, 3]","[""Ruaidhrí Mac Ruaidhrí"", ""Lars Eliasson"", ""Raghnall Mac Ruaidhrí"", ""Dáire Drechlethan"", ""Takayama Tomoteru""]",[],,,,,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 1, 4, 80, 85]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Amy of Garmoran"", ""Abd al-Muttalib"", ""Kaya Alp""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,7,7,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 4, 8, 38]","[""Raghnall Mac Ruaidhrí"", ""Ruaidhrí Mac Ruaidhrí"", ""Amy of Garmoran"", ""Tnúthgal mac Donngaile"", ""William II, Count of Flanders""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,source_order,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""The Last Coupon"", ""Interview with a Hitman"", ""Perry Bhandal"", ""Spring Handicap"", ""Safe (2012 film)""]","[""Frank Launder""]",,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,setr_faithful,4,3,0.75,0,1,"[0, 1, 2, 3, 4]","[""The Last Coupon"", ""Interview with a Hitman"", ""Perry Bhandal"", ""Spring Handicap"", ""Safe (2012 film)""]","[""Frank Launder""]",,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,dbec_selective,4,4,1.0,1,0,"[2, 7, 0, 1, 3]","[""Perry Bhandal"", ""Frank Launder"", ""The Last Coupon"", ""Interview with a Hitman"", ""Spring Handicap""]",[],,,,,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,rankgpt_rank5_no_think,4,4,1.0,1,0,"[1, 0, 2, 7, 15]","[""Interview with a Hitman"", ""The Last Coupon"", ""Perry Bhandal"", ""Frank Launder"", ""Gérard Oury""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,8,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,rankgpt_select5_no_think,4,4,1.0,1,0,"[1, 2, 0, 7, 14]","[""Interview with a Hitman"", ""Perry Bhandal"", ""The Last Coupon"", ""Frank Launder"", ""Boaz Yakin""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Blood Street"", ""Lasse Hallström"", ""Leo Fong"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,setr_faithful,2,2,1.0,1,0,"[0, 2, 1, 3, 4]","[""Blood Street"", ""Leo Fong"", ""Lasse Hallström"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""Leo Fong"", ""Blood Street"", ""Lasse Hallström"", ""Tiger Cage (film)"", ""Wisit Sasanatieng""]",[],,,,,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 5, 2, 24, 19]","[""Blood Street"", ""Jackie Kong"", ""Leo Fong"", ""Yuen Woo-ping"", ""A Dog's Purpose (film)""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,9,9,What nationality is the director of film Blood Street?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 2, 5, 19, 24]","[""Blood Street"", ""Leo Fong"", ""Jackie Kong"", ""A Dog's Purpose (film)"", ""Yuen Woo-ping""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Luis Mandoki"", ""Gaby: A True Story"", ""Pál Gábor"", ""Rachel Feldman"", ""Claude Weisz""]",[],,,,,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 34, 44, 48]","[""Gaby: A True Story"", ""Luis Mandoki"", ""Bhaji on the Beach"", ""Étienne de Crécy"", ""La Boum 2""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,10,10,What is the place of birth of the director of film Gaby: A True Story?,rankgpt_select5_no_think,2,2,1.0,1,0,"[1, 0, 8, 18, 48]","[""Gaby: A True Story"", ""Luis Mandoki"", ""Diane Kurys"", ""Claude Pinoteau"", ""La Boum 2""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Preobrazheniya Island"", ""Vasilyevsky Island"", ""Michał Przysiężny"", ""Princess Maria of Greece and Denmark"", ""Abdul-Vahed Niyazov""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Preobrazheniya Island"", ""Vasilyevsky Island"", ""Michał Przysiężny"", ""Princess Maria of Greece and Denmark"", ""Abdul-Vahed Niyazov""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,dbec_selective,2,2,1.0,1,0,"[4, 0, 75, 1, 28]","[""Abdul-Vahed Niyazov"", ""Preobrazheniya Island"", ""Where Are You"", ""Vasilyevsky Island"", ""Problem of pain""]",[],,,,,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[1, 0, 49, 92, 91]","[""Vasilyevsky Island"", ""Preobrazheniya Island"", ""Bhaskar (director)"", ""Takayama Tomoteru"", ""Peter Emanuel Falck""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,11,11,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 1, 10, 11, 28]","[""Preobrazheniya Island"", ""Vasilyevsky Island"", ""Ingmarsö"", ""Runmarö"", ""Problem of pain""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,source_order,2,1,0.5,0,1,"[0, 1, 2, 3, 4]","[""When the Stars Go Blue"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)"", ""Andrea Corr""]","[""Ryan Adams""]",,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,setr_faithful,2,2,1.0,1,0,"[0, 5, 1, 2, 3]","[""When the Stars Go Blue"", ""Ryan Adams"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)""]",[],,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,dbec_selective,2,2,1.0,1,0,"[5, 0, 1, 2, 3]","[""Ryan Adams"", ""When the Stars Go Blue"", ""Something Worth Leaving Behind (song)"", ""Forever Everyday"", ""You've Got a Good Love Comin' (song)""]",[],,,,,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[0, 5, 37, 48, 77]","[""When the Stars Go Blue"", ""Ryan Adams"", ""John Anderson (musician)"", ""Can't Forget You (Gloria Estefan song)"", ""Ronnie Browne""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,12,12,What nationality is the performer of song When The Stars Go Blue?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 5, 4, 37, 45]","[""When the Stars Go Blue"", ""Ryan Adams"", ""Andrea Corr"", ""John Anderson (musician)"", ""Roger Miller""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Me and Bobby McGee"", ""Fred Foster"", ""Janis Joplin"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Me and Bobby McGee"", ""Fred Foster"", ""Janis Joplin"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,dbec_selective,2,2,1.0,1,0,"[2, 0, 1, 3, 4]","[""Janis Joplin"", ""Me and Bobby McGee"", ""Fred Foster"", ""Roger Miller"", ""Semi-Tough""]",[],,,,,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[3, 0, 1, 22, 53]","[""Roger Miller"", ""Me and Bobby McGee"", ""Fred Foster"", ""M3 (band)"", ""Yasuichi Oshima""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,13,13,Who is the child of the performer of song Me And Bobby Mcgee?,rankgpt_select5_no_think,2,2,1.0,1,0,"[0, 3, 2, 22, 52]","[""Me and Bobby McGee"", ""Roger Miller"", ""Janis Joplin"", ""M3 (band)"", ""Steve Cooreman""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Maurice, Prince of Orange"", ""The Private Life of Louis XIV"", ""William of Nassau (1601–1627)"", ""William I, Count of Nassau-Dillenburg"", ""William the Silent""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",setr_faithful,2,2,1.0,1,0,"[3, 4, 11, 0, 1]","[""William I, Count of Nassau-Dillenburg"", ""William the Silent"", ""Margaretha van Mechelen"", ""Maurice, Prince of Orange"", ""The Private Life of Louis XIV""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Maurice, Prince of Orange"", ""The Private Life of Louis XIV"", ""William of Nassau (1601–1627)"", ""William I, Count of Nassau-Dillenburg"", ""William the Silent""]",[],,,,,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",rankgpt_rank5_no_think,2,1,0.5,0,1,"[4, 5, 3, 12, 17]","[""William the Silent"", ""Countess Anna of Nassau"", ""William I, Count of Nassau-Dillenburg"", ""Elisabeth of Nassau-Dillenburg"", ""Albert, Count of Nassau-Dillenburg""]","[""Maurice, Prince of Orange""]",1,1,5,json,
2Wiki,2wikimultihopqa,14,14,"Where was the place of death of Maurice, Prince Of Orange's father?",rankgpt_select5_no_think,2,1,0.5,0,1,"[4, 5, 12, 17, 30]","[""William the Silent"", ""Countess Anna of Nassau"", ""Elisabeth of Nassau-Dillenburg"", ""Albert, Count of Nassau-Dillenburg"", ""Christian Louis I, Duke of Mecklenburg""]","[""Maurice, Prince of Orange""]",1,1,5,json,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Stanisław Koniecpolski"", ""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,setr_faithful,2,2,1.0,1,0,"[1, 2, 0, 3, 4]","[""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Stanisław Koniecpolski"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,dbec_selective,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Stanisław Koniecpolski"", ""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Marek Sobieski"", ""Jadwiga Snopkowska""]",[],,,,,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,rankgpt_rank5_no_think,2,2,1.0,1,0,"[2, 1, 0, 38, 98]","[""Aleksander Koniecpolski (1620–1659)"", ""Aleksander Koniecpolski (1555–1609)"", ""Stanisław Koniecpolski"", ""Maria Carolina Zamoyska"", ""Pierre-Marie Gault de Saint-Germain""]",[],1,1,5,json,
2Wiki,2wikimultihopqa,15,15,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,rankgpt_select5_no_think,2,1,0.5,0,1,"[1, 2, 34, 51, 63]","[""Aleksander Koniecpolski (1555–1609)"", ""Aleksander Koniecpolski (1620–1659)"", ""Killed the Family and Went to the Movies"", ""Anacyndaraxes"", ""Emilio Bigi""]","[""Stanisław Koniecpolski""]",1,1,5,json,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,source_order,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Madame la Presidente"", ""Frank Lloyd"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,setr_faithful,2,2,1.0,1,0,"[0, 1, 2, 3, 4]","[""Madame la Presidente"", ""Frank Lloyd"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,dbec_selective,2,2,1.0,1,0,"[1, 0, 2, 3, 4]","[""Frank Lloyd"", ""Madame la Presidente"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet""]",[],,,,,
2Wiki,2wikimultihopqa,16,16,What is the date of death of the director of film Madame La Presidente?,rankgpt_rank5_no_think,2,1,0.5,0,1,"[1, 2, 3, 4, 5]","[""Frank Lloyd"", ""Édouard Molinaro"", ""Les Misérables (1917 film)"", ""Claude Sautet"", ""Jean Grémillon""]","[""Madame la Presidente""]",1,1,5,json,
