dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
2Wiki,2wikimultihopqa,563,"Which film has the director born later, Je Fais Le Mort or Red Roses, Red Lips, Red Wine?",gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Jean-Paul Salomé"", ""Je fais le mort"", ""Paul Martin (director)"", ""Red Roses, Red Lips, Red Wine""]","[""Paul Martin (director)""]","[""Je fais le mort"", ""Red Roses, Red Lips, Red Wine"", ""Jean-Paul Salomé""]","[""Je fais le mort"", ""Red Roses, Red Lips, Red Wine"", ""Jean-Paul Salomé"", ""The Private Secretary (1953 film)"", ""Jean Grémillon""]","[""Jean-Paul Salomé"", ""Red Roses, Red Lips, Red Wine"", ""Je fais le mort"", ""The Private Secretary (1953 film)"", ""Jean Grémillon""]","[""Jean-Paul Salomé"", ""Red Roses, Red Lips, Red Wine"", ""Je fais le mort""]","[""Jean-Paul Salomé""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,566,"Which film has the producer who is older, Aatma Gowravam or Vitti Dandu?",gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Ajay Devgn"", ""Vitti Dandu"", ""D. Madhusudhana Rao"", ""Aatma Gowravam""]","[""Ajay Devgn""]","[""Aatma Gowravam"", ""Vitti Dandu"", ""D. Madhusudhana Rao""]","[""Aatma Gowravam"", ""Vitti Dandu"", ""D. Madhusudhana Rao"", ""Poola Rangadu"", ""K. Raghavendra Rao""]","[""Vitti Dandu"", ""D. Madhusudhana Rao"", ""Aatma Gowravam"", ""Poola Rangadu"", ""K. Raghavendra Rao""]","[""Vitti Dandu"", ""D. Madhusudhana Rao"", ""Aatma Gowravam""]","[""D. Madhusudhana Rao""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,590,"Which film has the director who was born later, Il Diavolo In Convento or The Big Broadcast Of 1936?",gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""The Big Broadcast of 1936"", ""Il Diavolo in convento"", ""Norman Taurog"", ""Nunzio Malasomma""]","[""Norman Taurog""]","[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936""]","[""Il Diavolo in convento"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""The Big Broadcast"", ""Devil in the Flesh (1986 film)""]","[""Frank Tuttle"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""Il Diavolo in convento"", ""The Big Broadcast""]","[""Frank Tuttle"", ""Nunzio Malasomma"", ""The Big Broadcast of 1936"", ""Il Diavolo in convento""]","[""Nunzio Malasomma"", ""Frank Tuttle""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,653,Do director of film Next Of Kin (1982 Film) and director of film Wild Honey (1918 Film) share the same nationality?,gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Wild Honey (1918 film)"", ""Tony Williams (drummer)"", ""Next of Kin (1982 film)"", ""Francis J. Grandon""]","[""Tony Williams (drummer)""]","[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon""]","[""Next of Kin (1982 film)"", ""Wild Honey (1918 film)"", ""Francis J. Grandon"", ""Victor Sjöström"", ""Júdás""]","[""Francis J. Grandon"", ""Clarence Brown"", ""Wild Honey (1918 film)"", ""Next of Kin (1982 film)"", ""Peter Greenaway""]","[""Francis J. Grandon"", ""Clarence Brown"", ""Wild Honey (1918 film)"", ""Next of Kin (1982 film)"", ""Peter Greenaway""]","[""Francis J. Grandon"", ""Rex Ingram (director)""]",0.0,0.0,0.0,0,0
2Wiki,2wikimultihopqa,869,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",gold_absent_from_source_pool,2,0,1,1,1,1,1,1,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Sidney Poitier"", ""Así en el cielo como en la tierra"", ""Buck and the Preacher"", ""José Luis Cuerda""]","[""Sidney Poitier"", ""José Luis Cuerda""]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra""]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""José Luis Cuerda"", ""James Goldstone"", ""The Wilby Conspiracy""]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""James Goldstone"", ""The Wilby Conspiracy""]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra""]","[""José Luis Cuerda""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,344,"Which film has the director who was born first, The Parson And The Outlaw or The Black Marble?",gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Harold Becker"", ""The Black Marble"", ""The Parson and the Outlaw"", ""Oliver Drake (filmmaker)""]","[""Oliver Drake (filmmaker)""]","[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker""]","[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble"", ""Swamp Women"", ""Jack Arnold (director)""]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble""]","[""Harold Becker""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,891,"Which film has the director who was born later, Vote For Huggett or Romance In The Dark?",gold_in_binding_candidates_not_selected,2,1,2,1,0,0,2,0,3,2,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_in_rank_fill_not_dbec"": 1}","[""Romance in the Dark"", ""H. C. Potter"", ""Vote for Huggett"", ""Ken Annakin""]","[""Romance in the Dark"", ""Ken Annakin""]","[""Vote for Huggett"", ""H. C. Potter""]","[""Vote for Huggett"", ""H. C. Potter"", ""Romance in the Dark"", ""Ken Annakin"", ""The Time of Your Life (film)""]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[""Ken Annakin"", ""Tom Clegg (director)"", ""H. C. Potter""]",0.0,0.0,0.0,0,0
2Wiki,2wikimultihopqa,716,"Which film has the director born later, Four For Venice or Gypped In The Penthouse?",gold_in_binding_candidates_not_selected,1,1,1,1,0,0,1,0,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1}","[""Vivian Naefe"", ""Gypped in the Penthouse"", ""Four for Venice"", ""Jules White""]","[""Jules White""]","[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe""]","[""Gypped in the Penthouse"", ""Four for Venice"", ""Vivian Naefe"", ""Rip, Sew and Stitch"", ""Jules White""]","[""Gordon Douglas (director)"", ""Vivian Naefe"", ""Four for Venice"", ""Gypped in the Penthouse"", ""Rip, Sew and Stitch""]","[""Gordon Douglas (director)"", ""Vivian Naefe"", ""Four for Venice"", ""Gypped in the Penthouse""]","[""Vivian Naefe"", ""Jules White"", ""Gordon Douglas (director)""]",1.0,1.0,0.0,-1,1
2Wiki,2wikimultihopqa,742,"Which film has the director who died earlier, Toen 'T Licht Verdween or Boum Sur Paris?",gold_in_binding_candidates_not_selected,2,1,2,2,0,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Boum sur Paris"", ""Toen 't licht verdween"", ""Maurice de Canonge"", ""Maurits Binger""]","[""Maurice de Canonge"", ""Maurits Binger""]","[""Toen 't licht verdween"", ""Boum sur Paris""]","[""Toen 't licht verdween"", ""Boum sur Paris"", ""Maurice de Canonge"", ""Maurits Binger"", ""La Boum""]","[""Claude Weisz"", ""Arne Toonen"", ""Boum sur Paris"", ""Toen 't licht verdween"", ""Maurice de Canonge""]","[""Claude Weisz"", ""Arne Toonen"", ""Boum sur Paris"", ""Toen 't licht verdween""]","[""Maurits Binger"", ""Arne Toonen"", ""Maurice de Canonge"", ""Claude Weisz"", ""Édouard Molinaro"", ""Gérard Oury""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,937,"Which film has the director who was born first, Yaadein (1964 Film) or The Student'S Romance?",gold_in_binding_candidates_not_selected,2,1,1,2,1,1,1,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Yaadein (1964 film)"", ""Sunil Dutt"", ""Otto Kanturek"", ""The Student's Romance""]","[""Sunil Dutt"", ""Otto Kanturek""]","[""The Student's Romance"", ""Yaadein (1964 film)""]","[""The Student's Romance"", ""Yaadein (1964 film)"", ""Marcel Varnel"", ""Otto Kanturek"", ""Adurthi Subba Rao""]","[""Karan Johar"", ""Sunil Dutt"", ""A Lover's Romance"", ""Yaadein (1964 film)"", ""The Student's Romance""]","[""Karan Johar"", ""Sunil Dutt"", ""A Lover's Romance"", ""Yaadein (1964 film)"", ""The Student's Romance""]","[""Sunil Dutt"", ""Otto Kanturek"", ""Karan Johar""]",0.0,0.0,0.0,0,0
2Wiki,2wikimultihopqa,992,Are both directors of films Spione and Five Million Look For An Heir from the same country?,gold_in_binding_candidates_not_selected,2,1,2,2,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Spione"", ""Carl Boese"", ""Fritz Lang"", ""Five Million Look for an Heir""]","[""Carl Boese"", ""Fritz Lang""]","[""Five Million Look for an Heir"", ""Spione""]","[""Five Million Look for an Heir"", ""Spione"", ""Quax in Africa"", ""Fritz Lang"", ""Carl Boese""]","[""Konrad Wolf"", ""Carl Boese"", ""Five Million Look for an Heir"", ""Spione"", ""Quax in Africa""]","[""Konrad Wolf"", ""Carl Boese"", ""Five Million Look for an Heir"", ""Spione""]","[""Fritz Lang"", ""Konrad Wolf"", ""Carl Boese""]",1.0,1.0,0.0,-1,1
2Wiki,2wikimultihopqa,215,"Which film whose director is younger, Traces Of A Dragon or Moonnupookkal?",gold_in_binding_candidates_not_selected,2,1,2,2,0,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Traces of a Dragon"", ""P. Bhaskaran"", ""Moonnupookkal"", ""Mabel Cheung""]","[""P. Bhaskaran"", ""Mabel Cheung""]","[""Traces of a Dragon"", ""Moonnupookkal""]","[""Traces of a Dragon"", ""Moonnupookkal"", ""Mabel Cheung"", ""P. Bhaskaran"", ""Traces of Death""]","[""Po-Chih Leong"", ""Sanal Kumar Sasidharan"", ""Traces of a Dragon"", ""Moonnupookkal"", ""Mabel Cheung""]","[""Po-Chih Leong"", ""Sanal Kumar Sasidharan"", ""Traces of a Dragon"", ""Moonnupookkal""]","[""Mabel Cheung"", ""Po-Chih Leong"", ""P. Bhaskaran"", ""Sanal Kumar Sasidharan""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,473,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",gold_in_binding_candidates_not_selected,2,1,2,2,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Manuel Romero"", ""Comedy!"", ""Jacques Doillon"", ""Ven mi corazón te llama""]","[""Manuel Romero"", ""Jacques Doillon""]","[""Comedy!"", ""Ven mi corazón te llama""]","[""Comedy!"", ""Ven mi corazón te llama"", ""Jacques Doillon"", ""Manuel Romero"", ""In a Woman's Power""]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[""Jacques Doillon"", ""Steno (director)"", ""Gérard Oury"", ""Manuel Romero""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,492,"Which film has the director born later, House Of Blackmail or Taxi Zum Klo?",gold_in_binding_candidates_not_selected,2,1,2,2,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""House of Blackmail"", ""Frank Ripploh"", ""Taxi zum Klo"", ""Maurice Elvey""]","[""Frank Ripploh"", ""Maurice Elvey""]","[""Taxi zum Klo"", ""House of Blackmail""]","[""Taxi zum Klo"", ""House of Blackmail"", ""Frank Ripploh"", ""Taxi nach Kairo"", ""Maurice Elvey""]","[""Frank Ripploh"", ""John Cromwell (director)"", ""House of Blackmail"", ""Taxi zum Klo"", ""Taxi nach Kairo""]","[""Frank Ripploh"", ""John Cromwell (director)"", ""House of Blackmail"", ""Taxi zum Klo""]","[""Maurice Elvey"", ""House of the Black Death"", ""Jerry Warren"", ""John Cromwell (director)"", ""Frank Ripploh""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,427,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,gold_source_only_not_rank_or_dbec,2,1,1,1,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Émile Chautard""]","[""Édouard Molinaro"", ""Émile Chautard""]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier""]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Harry Beaumont""]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier"", ""Harry Beaumont""]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier""]","[""Édouard Molinaro"", ""Jean Grémillon""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,467,"Which film has the director died earlier, John Jaffer Janardhanan or Kamakalawa?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""John Jaffer Janardhanan"", ""Kamakalawa"", ""I. V. Sasi"", ""Eddie Romero""]","[""John Jaffer Janardhanan"", ""Eddie Romero""]","[""I. V. Sasi"", ""Kamakalawa""]","[""I. V. Sasi"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Lino Brocka"", ""J. Sasikumar""]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri"", ""I. V. Sasi""]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri""]",[],0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,485,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",gold_source_only_not_rank_or_dbec,2,1,1,1,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Action in Arabia"", ""Léonide Moguy"", ""Wolves of the North"", ""William Duncan (actor)""]","[""Léonide Moguy"", ""William Duncan (actor)""]","[""Action in Arabia"", ""Wolves of the North""]","[""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks"", ""Wolves of the Range""]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks""]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North""]","[""William Duncan (actor)"", ""Konrad Wolf""]",0.0,1.0,1.0,0,0
HotpotQA,hotpotqa,145,Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,4,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Joseph McCarthy"", ""James Gregory (actor)""]","[""Joseph McCarthy""]","[""James Gregory (actor)""]","[""James Gregory (actor)"", ""Joseph McCarthy"", ""Red-baiting"", ""Lavender scare"", ""Sam Ervin""]","[""Joseph McCarthy"", ""The Great Impostor"", ""List of fictional actors"", ""Red-baiting"", ""Lavender scare""]","[""Joseph McCarthy"", ""The Great Impostor"", ""List of fictional actors""]","[""Joseph McCarthy"", ""Joseph Stalin"", ""The Great Impostor""]",1.0,0.0,-1.0,0,0
