dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,query_tier_mode,bottleneck_tier_index,target_facet_id,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,target_candidate_gain,replacee_loss_earlier_tiers,replacee_loss_same_tier,replacee_loss_target_facet,swap_gain_vs_loss,action_should_swap
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,negative,False,False,flat_fallback,,,49,3,Jonathan Demme,Jim Wynorski,-0.9727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,positive,False,False,flat_fallback,,,49,5,Jonathan Demme,Swapan Saha,0.1601,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the place of death of the performer of song I Can'T See Myself Leaving You?,standard,negative,False,False,flat_fallback,,,60,9,Brett Beavers,I Never Cry,-1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,heuristic_tiers,,,50,5,Margaret of Geneva,"Beatrice of Bourbon, Queen of Bohemia",-1.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,heuristic_tiers,,,50,1,Margaret of Geneva,"Beatrice of Navarre, Duchess of Burgundy",-1.2969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,heuristic_tiers,,,62,1,"Louis, Count of Verdun","Beatrice of Navarre, Duchess of Burgundy",-4.1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,heuristic_tiers,,,60,1,"Louis I, Count of Nevers","Beatrice of Navarre, Duchess of Burgundy",-4.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Christ Walking On The Water or 45 Fathers?",standard,positive,False,False,heuristic_tiers,,,23,9,James Tinling,Marcelino Manuel da Graça,-0.6601,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Christ Walking On The Water or 45 Fathers?",standard,positive,False,False,heuristic_tiers,,,23,8,James Tinling,Benjamin Christensen,0.2657,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,heuristic_tiers,,,66,1,Alicia Keys,Ven a bailar conmigo,-0.8428,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,True,False,heuristic_tiers,,,66,2,Alicia Keys,Dance with Me (Kelly Clarkson song),3.2315,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,heuristic_tiers,,,13,1,Sam Cooke,Ven a bailar conmigo,-1.3848,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,heuristic_tiers,,,13,2,Sam Cooke,Dance with Me (Kelly Clarkson song),2.6895,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,flat_fallback,,,13,2,James Gilmour (Miramichi lumber baron),Allan Gilmour Sr.,-0.5781,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,flat_fallback,,,13,5,James Gilmour (Miramichi lumber baron),Barthold A. Butenschøn Sr.,-0.3437,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,flat_fallback,,,21,2,Allan Gilmour,Allan Gilmour Sr.,-0.5625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,flat_fallback,,,21,5,Allan Gilmour,Barthold A. Butenschøn Sr.,-0.3281,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",standard,negative,False,False,heuristic_tiers,,,22,8,Leopoldo Torres Ríos,Howard Hawks,-6.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",standard,negative,False,False,heuristic_tiers,,,22,2,Leopoldo Torres Ríos,Raoul Walsh,-2.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song B Boy (Song) detained?,standard,positive,False,False,flat_fallback,,,34,6,...Baby One More Time (album),K-rupt,-1.1016,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the performer of song B Boy (Song) detained?,standard,positive,False,False,flat_fallback,,,34,4,...Baby One More Time (album),2 Chainz,-0.1836,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Are both movies, Naked Tango and Algiers (Film), from the same country?",standard,positive,False,False,flat_fallback,,,15,3,Alain Corneau,Last Tango in Paris,1.8125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Are both movies, Naked Tango and Algiers (Film), from the same country?",standard,positive,True,False,flat_fallback,,,15,8,Alain Corneau,A Night at the Moulin Rouge,1.8789,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",standard,positive,False,False,flat_fallback,,,26,8,"Mortimer Sackville-West, 1st Baron Sackville","Sir Thomas Southwell, 1st Baronet",-3.1445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",standard,positive,False,False,flat_fallback,,,26,6,"Mortimer Sackville-West, 1st Baron Sackville","Thomas, Count of Perche",-1.1054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where did the composer of film The Straw Hat die?,standard,negative,False,False,flat_fallback,,,69,2,Leopoldo Torres Ríos,Oscar Straus (composer),-2.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where did the composer of film The Straw Hat die?,standard,negative,False,False,flat_fallback,,,69,8,Leopoldo Torres Ríos,Aram Khachaturian,-1.7227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where does the director of film A Nest Of Noblemen work at?,standard,positive,False,False,flat_fallback,,,24,4,Peter Greenaway,Nanni Loy,-0.293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where does the director of film A Nest Of Noblemen work at?,standard,negative,False,False,flat_fallback,,,24,1,Peter Greenaway,Vladimir Gardin,-0.1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",standard,positive,False,False,heuristic_tiers,,,38,1,Christine of Hesse-Kassel (1578–1658),"Wilhelm Heinrich, Duke of Saxe-Eisenach",-2.6993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",standard,positive,False,False,heuristic_tiers,,,38,7,Christine of Hesse-Kassel (1578–1658),Fredericka Elisabeth of Saxe-Eisenach,-2.4278,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,positive,True,False,heuristic_tiers,,,33,7,James Franco,Roger Corman,1.8769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,negative,False,False,heuristic_tiers,,,44,2,Jonathan Demme,Gia Coppola,-4.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,positive,False,False,heuristic_tiers,,,44,7,Jonathan Demme,Roger Corman,-1.9277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is the spouse of the director of film My Three Merry Widows?,standard,positive,False,False,flat_fallback,,,84,4,Fernando Cortés,My Wife's Best Friend,3.2031,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is the spouse of the director of film My Three Merry Widows?,standard,positive,True,True,flat_fallback,,,84,1,Fernando Cortés,The Very Merry Widows,3.5781,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the husband of Joanna Elisabeth Of Holstein-Gottorp born?,standard,negative,False,False,heuristic_tiers,,,50,3,Fredericka Elisabeth of Saxe-Eisenach,"Christian August of Holstein-Gottorp, Prince of Eutin",-1.6172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where was the place of death of Abdul-Aziz Bin Muhammad's father?,standard,negative,False,False,heuristic_tiers,,,15,9,Hasan ibn Ali,Abd al-Aziz ibn Marwan,-0.9844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where did Saw Thanda's husband die?,standard,negative,False,False,heuristic_tiers,,,25,7,George Tupou V,Dibyasambandh,0.4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Where did Saw Thanda's husband die?,standard,negative,True,False,heuristic_tiers,,,25,4,George Tupou V,Maha Nawrahta,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,False,False,heuristic_tiers,,,28,9,Jingle All the Way,Michael Lehmann,1.1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,True,False,heuristic_tiers,,,28,7,Jingle All the Way,The Return of Swamp Thing,1.6367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,False,False,heuristic_tiers,,,35,9,Jim Wynorski,Michael Lehmann,-0.2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,What nationality is the performer of song Am I Wrong (Étienne De Crécy Song)?,standard,negative,False,False,flat_fallback,,,39,6,Ayumi Hamasaki,Kristian Leontiou,-0.2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,What nationality is the performer of song Am I Wrong (Étienne De Crécy Song)?,standard,negative,True,False,flat_fallback,,,39,9,Ayumi Hamasaki,Changed It,0.2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Angus Wagner or Juan Carlos Falcón born first?,standard,positive,False,False,flat_fallback,,,40,3,Fulgencio Batista,"Juan Carlos (footballer, born 1965)",-0.7187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Angus Wagner or Juan Carlos Falcón born first?,standard,positive,True,False,flat_fallback,,,40,8,Fulgencio Batista,Alberto Falcón,0.1367,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,False,False,flat_fallback,,,46,2,Aleksander Ford,Lina Wertmüller,0.2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,False,True,flat_fallback,,,46,4,Aleksander Ford,Alice Guy-Blaché,0.8047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,positive,False,False,flat_fallback,,,19,2,Roman Polanski,Lina Wertmüller,2.8594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,True,False,flat_fallback,,,19,4,Roman Polanski,Alice Guy-Blaché,3.4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,flat_fallback,,,78,2,Fulgencio Batista,Yulia Yasenok,0.6953,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,flat_fallback,,,78,4,Fulgencio Batista,Yuliana Marinova,1.2969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,False,False,flat_fallback,,,40,2,Hugo Chávez,Yulia Yasenok,1.496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Was Jorge Ledezma or Yuliya Baraley born first?,standard,positive,True,False,flat_fallback,,,40,4,Hugo Chávez,Yuliana Marinova,2.0976,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,flat_fallback,,,30,9,"Henry Willoughby, 16th Baron Willoughby of Parham",Heather D. Gibson,-0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,True,False,flat_fallback,,,30,6,"Henry Willoughby, 16th Baron Willoughby of Parham",Sabika bint Ibrahim Al Khalifa,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,flat_fallback,,,42,9,"Hugh Willoughby, 15th Baron Willoughby of Parham",Heather D. Gibson,-0.4922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Sibyl Hathaway's child-in-law?,standard,negative,False,False,flat_fallback,,,42,6,"Hugh Willoughby, 15th Baron Willoughby of Parham",Sabika bint Ibrahim Al Khalifa,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,flat_fallback,,,44,7,"Bogislaw IV, Duke of Pomerania","Ælfgar, Earl of Mercia",-1.5703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,flat_fallback,,,44,9,"Bogislaw IV, Duke of Pomerania",Euphemia of Pomerania,-1.5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,False,False,flat_fallback,,,59,7,"Matilda, Abbess of Quedlinburg","Ælfgar, Earl of Mercia",0.5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Who is Godomar Ii's stepmother?,standard,negative,True,False,flat_fallback,,,59,9,"Matilda, Abbess of Quedlinburg",Euphemia of Pomerania,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,Which country the performer of song I Like Control is from?,standard,negative,True,False,flat_fallback,,,17,5,Alicia Keys,Nathan Sykes,0.8272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,positive,False,False,heuristic_tiers,,,15,9,Walter Hugo Khouri,Run the Race,-0.2852,0.0,0.3158,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,negative,False,True,heuristic_tiers,,,15,5,Walter Hugo Khouri,A Moment of Romance,0.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,negative,False,False,heuristic_tiers,,,35,9,Last Tango in Paris,Run the Race,0.2734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",standard,positive,False,False,heuristic_tiers,,,35,5,Last Tango in Paris,A Moment of Romance,1.3242,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,heuristic_tiers,,,13,3,Mane Devru,Mouna Geethangal,1.7149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,positive,True,False,heuristic_tiers,,,13,5,Mane Devru,Hrishikesh Mukherjee,5.1074,0.0,0.08,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,heuristic_tiers,,,35,3,Majhli Didi,Mouna Geethangal,-6.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2wikimultihopqa,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",standard,negative,False,False,heuristic_tiers,,,35,5,Majhli Didi,Hrishikesh Mukherjee,-3.3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
