dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,dep_triggered,query_dependency_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,candidate_top_psi_flat,candidate_top_psi_dep,incumbent_top_psi_flat,incumbent_top_psi_dep,G_flat_before_top2,G_flat_after_top2,delta_flat_top2,G_dep_before_top2,G_dep_after_top2,delta_dep_top2,delta_flat_max,delta_flat_full,delta_dep_max,delta_dep_full
2wikimultihopqa,What is the place of birth of the performer of song Changed It?,standard,positive,False,False,False,flat_fallback,62,4,Alicia Keys,2 Chainz,0.2197,0.0,0.5455,0.1894,0.1894,0.1351,0.1351,1.9983,1.9983,0.0,1.9983,1.9983,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,What is the place of birth of the performer of song Changed It?,standard,positive,False,False,False,flat_fallback,62,5,Alicia Keys,Alex da Kid,0.4033,0.0,0.5455,0.1894,0.1894,0.0831,0.0831,1.9983,1.9983,0.0,1.9983,1.9983,0.0,0.0,0.0001,0.0,0.0001
2wikimultihopqa,What is the place of birth of the performer of song Changed It?,standard,positive,False,False,False,flat_fallback,25,4,Jay-Z,2 Chainz,1.2484,0.0,0.5455,0.1698,0.1698,0.1351,0.1351,1.9983,1.9983,0.0,1.9983,1.9983,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,What is the place of birth of the performer of song Changed It?,standard,positive,True,False,False,flat_fallback,25,5,Jay-Z,Alex da Kid,1.432,0.0,0.75,0.1698,0.1698,0.0831,0.0831,1.9983,1.9983,0.0,1.9983,1.9983,0.0,0.0,0.0001,0.0,0.0001
2wikimultihopqa,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",standard,negative,True,False,False,flat_fallback,87,8,Ingmar Bergman,Lasse Hallström,0.6328,0.0,0.0,0.017,0.017,0.0013,0.0013,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,standard,positive,False,False,True,dependency,13,5,Connad Cerr,Dáire Drechlethan,-1.8282,1.0,1.0,0.0006,0.0053,0.0003,0.0009,2.8748,2.8748,0.0,2.8527,2.8527,0.0,0.0,0.0,0.0,0.0001
2wikimultihopqa,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,standard,positive,False,False,True,dependency,13,4,Connad Cerr,Conall mac Comgaill,-1.6328,1.0,1.0,0.0006,0.0053,0.0037,0.0087,2.8748,2.8748,0.0,2.8527,2.8527,0.0,0.0,-0.0002,0.0,-0.0004
2wikimultihopqa,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,standard,positive,False,False,True,dependency,12,5,Conall mac Taidg,Dáire Drechlethan,-0.7266,1.0,1.0,0.0011,0.0043,0.0003,0.0009,2.8748,2.8748,0.0,2.8527,2.8527,0.0,0.0,0.0,0.0,0.0001
2wikimultihopqa,Who is Raghnall Mac Ruaidhrí's paternal grandfather?,standard,positive,False,False,True,dependency,12,4,Conall mac Taidg,Conall mac Comgaill,-0.5312,1.0,1.0,0.0011,0.0043,0.0037,0.0087,2.8748,2.8748,0.0,2.8527,2.8527,0.0,0.0,-0.0002,0.0,-0.0004
2wikimultihopqa,What nationality is the performer of song When The Stars Go Blue?,standard,negative,False,False,False,flat_fallback,55,8,Frank Sinatra,Elan Atias,1.4375,0.0,0.0,0.5795,0.5795,0.1292,0.1292,1.999,1.9994,0.0003,1.999,1.9994,0.0003,0.0,0.0004,0.0,0.0004
2wikimultihopqa,What nationality is the performer of song When The Stars Go Blue?,standard,negative,False,False,False,flat_fallback,55,6,Frank Sinatra,Astrid North,1.4873,0.0,0.0,0.5795,0.5795,0.1136,0.1136,1.999,1.9994,0.0003,1.999,1.9994,0.0003,0.0,0.0004,0.0,0.0004
2wikimultihopqa,What nationality is the performer of song When The Stars Go Blue?,standard,negative,True,False,False,flat_fallback,47,6,Alicia Keys,Astrid North,1.8833,0.0,0.0,0.5573,0.5573,0.1136,0.1136,1.999,1.9992,0.0001,1.999,1.9992,0.0001,0.0,0.0003,0.0,0.0003
2wikimultihopqa,Who is the child of the performer of song Me And Bobby Mcgee?,standard,negative,False,False,False,flat_fallback,28,6,Katy Too,Chuck Berry,-5.2774,0.0,0.0,0.0003,0.0003,0.032,0.032,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Who is the child of the performer of song Me And Bobby Mcgee?,standard,negative,False,False,False,flat_fallback,28,8,Katy Too,David Williams (guitarist),-4.0938,0.0,0.0,0.0003,0.0003,0.0017,0.0017,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Where was the place of death of Maurice, Prince Of Orange's father?",standard,positive,False,False,True,dependency,72,3,"Charles II, Duke of Parma","Louis of Nassau, Lord of De Lek and Beverweerd",-5.4365,1.0,1.0,0.0112,0.0047,0.3124,0.2715,2.804,2.804,0.0,2.5496,2.5496,0.0,0.0,-0.03,0.0,-0.0426
2wikimultihopqa,"Where was the place of death of Maurice, Prince Of Orange's father?",standard,negative,False,False,True,dependency,72,4,"Charles II, Duke of Parma",William the Silent,-4.5928,0.0,0.0,0.0112,0.0047,0.1959,0.3814,2.804,2.804,0.0,2.5496,2.5496,-0.0,0.0,-0.0085,0.0,-0.0228
2wikimultihopqa,"Where was the place of death of Maurice, Prince Of Orange's father?",standard,positive,False,False,True,dependency,13,3,Amalia of Solms-Braunfels,"Louis of Nassau, Lord of De Lek and Beverweerd",-2.8193,1.0,1.0,0.0333,0.0419,0.3124,0.2715,2.804,2.804,0.0,2.5496,2.5496,0.0,0.0,-0.0284,0.0,-0.041
2wikimultihopqa,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,standard,negative,False,False,False,flat_fallback,16,3,Roman Polanski,Alexander of Masovia,-0.1797,0.0,0.0,0.0507,0.0507,0.0196,0.0196,1.9345,1.9345,0.0,1.9345,1.9345,0.0,0.0,0.0024,0.0,0.0024
2wikimultihopqa,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,standard,negative,True,False,False,flat_fallback,16,4,Roman Polanski,Aleksander Ford,0.4453,0.0,0.0,0.0507,0.0507,0.0258,0.0258,1.9345,1.9345,0.0,1.9345,1.9345,0.0,0.0,0.0015,0.0,0.0015
2wikimultihopqa,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,standard,negative,False,False,False,flat_fallback,57,3,Aleksandr Aleksandrovich Bibikov,Alexander of Masovia,-2.0664,0.0,0.0,0.0155,0.0155,0.0196,0.0196,1.9345,1.9345,0.0,1.9345,1.9345,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Which country Aleksander Koniecpolski (1620–1659)'s father is from?,standard,negative,False,False,False,flat_fallback,57,4,Aleksandr Aleksandrovich Bibikov,Aleksander Ford,-1.4414,0.0,0.0,0.0155,0.0155,0.0258,0.0258,1.9345,1.9345,0.0,1.9345,1.9345,0.0,0.0,-0.0009,0.0,-0.0009
2wikimultihopqa,Where was the director of film The Private Life Of Cinema born?,standard,positive,False,False,False,flat_fallback,54,8,Kim Ki-young,Roger Corman,0.1446,0.0,0.6667,0.013,0.013,0.0147,0.0147,1.9924,1.9924,0.0,1.9924,1.9924,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Where was the director of film The Private Life Of Cinema born?,standard,positive,True,False,False,flat_fallback,54,9,Kim Ki-young,Rudolph Maté,1.1426,0.0,0.6667,0.013,0.013,0.0115,0.0115,1.9924,1.9924,0.0,1.9924,1.9924,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,negative,False,False,False,flat_fallback,21,3,Roger Corman,Jim Wynorski,0.8516,0.0,0.0,0.0108,0.0108,0.0139,0.0139,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,positive,True,False,False,flat_fallback,21,5,Roger Corman,Swapan Saha,1.9844,0.0,0.5,0.0108,0.0108,0.0063,0.0063,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,negative,False,False,False,flat_fallback,49,3,Jonathan Demme,Jim Wynorski,-0.9727,0.0,0.0,0.0095,0.0095,0.0139,0.0139,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,What is the place of birth of the director of film The Return Of Swamp Thing?,standard,positive,False,False,False,flat_fallback,49,5,Jonathan Demme,Swapan Saha,0.1601,0.0,0.5,0.0095,0.0095,0.0063,0.0063,1.9998,1.9998,0.0,1.9998,1.9998,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Where was the place of death of the performer of song I Can'T See Myself Leaving You?,standard,negative,False,False,False,flat_fallback,60,9,Brett Beavers,I Never Cry,-1.625,0.0,0.0,0.0006,0.0006,0.0034,0.0034,1.9978,1.9978,0.0,1.9978,1.9978,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,True,dependency,50,5,Margaret of Geneva,"Beatrice of Bourbon, Queen of Bohemia",-1.959,0.0,0.0,0.0128,0.0088,0.2733,0.4951,3.6904,3.6902,-0.0002,3.5148,3.416,-0.0988,0.0,-0.0221,0.0,-0.1171
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,True,dependency,50,1,Margaret of Geneva,"Beatrice of Navarre, Duchess of Burgundy",-1.2969,0.0,0.0,0.0128,0.0088,0.1305,0.2759,3.6904,3.6904,0.0,3.5148,3.5148,0.0,0.0,-0.007,0.0,-0.0465
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,True,dependency,62,1,"Louis, Count of Verdun","Beatrice of Navarre, Duchess of Burgundy",-4.1211,0.0,0.0,0.0006,0.001,0.1305,0.2759,3.6904,3.6904,0.0,3.5148,3.5148,0.0,0.0,-0.0092,0.0,-0.0481
2wikimultihopqa,"What nationality is Beatrice I, Countess Of Burgundy's husband?",standard,negative,False,False,True,dependency,60,1,"Louis I, Count of Nevers","Beatrice of Navarre, Duchess of Burgundy",-4.293,0.0,0.0,0.0006,0.0008,0.1305,0.2759,3.6904,3.6904,0.0,3.5148,3.5148,0.0,0.0,-0.0092,0.0,-0.0481
2wikimultihopqa,"Which film has the director born later, Christ Walking On The Water or 45 Fathers?",standard,positive,False,False,True,dependency,23,9,James Tinling,Marcelino Manuel da Graça,-0.6601,0.0,0.1667,0.0007,0.0019,0.0003,0.0012,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director born later, Christ Walking On The Water or 45 Fathers?",standard,positive,False,False,True,dependency,23,8,James Tinling,Benjamin Christensen,0.2657,1.0,1.0,0.0007,0.0019,0.0006,0.0023,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.0
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,True,dependency,66,1,Alicia Keys,Ven a bailar conmigo,-0.8428,0.0,0.5,0.1061,0.0741,0.5895,0.7211,2.9821,2.9797,-0.0025,2.9351,2.8898,-0.0453,0.0,-0.0042,0.0,-0.037
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,True,False,True,dependency,66,2,Alicia Keys,Dance with Me (Kelly Clarkson song),3.2315,0.0,0.5,0.1061,0.0741,0.0827,0.139,2.9821,2.9821,0.0,2.9351,2.9351,0.0,0.0,0.0003,0.0,-0.0012
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,True,dependency,13,1,Sam Cooke,Ven a bailar conmigo,-1.3848,0.0,0.5,0.0252,0.0227,0.5895,0.7211,2.9821,2.9797,-0.0025,2.9351,2.8898,-0.0453,0.0,-0.0051,0.0,-0.041
2wikimultihopqa,Where was the performer of song Come Dance With Me (Song) born?,standard,positive,False,False,True,dependency,13,2,Sam Cooke,Dance with Me (Kelly Clarkson song),2.6895,0.0,0.5,0.0252,0.0227,0.0827,0.139,2.9821,2.9821,0.0,2.9351,2.9351,0.0,0.0,-0.0003,0.0,-0.0034
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,True,dependency,13,2,James Gilmour (Miramichi lumber baron),Allan Gilmour Sr.,-0.5781,1.0,1.0,0.0001,0.0005,0.0001,0.0004,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,True,dependency,13,5,James Gilmour (Miramichi lumber baron),Barthold A. Butenschøn Sr.,-0.3437,1.0,1.0,0.0001,0.0005,0.0001,0.0006,3.0,3.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,True,dependency,21,2,Allan Gilmour,Allan Gilmour Sr.,-0.5625,1.0,1.0,0.0001,0.0006,0.0001,0.0004,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",standard,positive,False,False,True,dependency,21,5,Allan Gilmour,Barthold A. Butenschøn Sr.,-0.3281,1.0,1.0,0.0001,0.0006,0.0001,0.0006,3.0,3.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0,0.0
2wikimultihopqa,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",standard,negative,False,False,True,dependency,22,8,Leopoldo Torres Ríos,Howard Hawks,-6.1035,0.0,0.0,0.0001,0.0002,0.0112,0.026,4.0,4.0,0.0,4.0,4.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",standard,negative,False,False,True,dependency,22,2,Leopoldo Torres Ríos,Raoul Walsh,-2.7617,0.0,0.0,0.0001,0.0002,0.0023,0.0058,4.0,4.0,0.0,4.0,4.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Where was the performer of song B Boy (Song) detained?,standard,positive,False,False,False,flat_fallback,34,6,...Baby One More Time (album),K-rupt,-1.1016,0.0,0.2857,0.0004,0.0004,0.0037,0.0037,1.9645,1.9645,-0.0,1.9645,1.9645,-0.0,0.0,-0.0001,0.0,-0.0001
2wikimultihopqa,Where was the performer of song B Boy (Song) detained?,standard,positive,False,False,False,flat_fallback,34,4,...Baby One More Time (album),2 Chainz,-0.1836,0.0,0.2857,0.0004,0.0004,0.0024,0.0024,1.9645,1.9645,0.0,1.9645,1.9645,0.0,0.0,-0.0001,0.0,-0.0001
2wikimultihopqa,"Are both movies, Naked Tango and Algiers (Film), from the same country?",standard,positive,False,False,True,dependency,15,3,Alain Corneau,Last Tango in Paris,1.8125,1.0,1.0,0.0005,0.0006,0.0011,0.0015,4.0,4.0,0.0,3.9999,3.9999,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Are both movies, Naked Tango and Algiers (Film), from the same country?",standard,positive,True,False,True,dependency,15,8,Alain Corneau,A Night at the Moulin Rouge,1.8789,1.0,1.0,0.0005,0.0006,0.0004,0.0007,4.0,4.0,0.0,3.9999,3.9999,0.0,0.0,0.0,0.0,-0.0
2wikimultihopqa,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",standard,positive,False,False,True,dependency,26,8,"Mortimer Sackville-West, 1st Baron Sackville","Sir Thomas Southwell, 1st Baronet",-3.1445,1.0,1.0,0.0009,0.001,0.0213,0.0232,4.0,4.0,0.0,4.0,4.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",standard,positive,False,False,True,dependency,26,6,"Mortimer Sackville-West, 1st Baron Sackville","Thomas, Count of Perche",-1.1054,1.0,1.0,0.0009,0.001,0.0021,0.0039,4.0,4.0,0.0,4.0,4.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Where did the composer of film The Straw Hat die?,standard,negative,False,False,False,flat_fallback,69,2,Leopoldo Torres Ríos,Oscar Straus (composer),-2.0137,0.0,0.0,0.0043,0.0043,0.0034,0.0034,1.9026,1.9026,0.0,1.9026,1.9026,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,Where did the composer of film The Straw Hat die?,standard,negative,False,False,False,flat_fallback,69,8,Leopoldo Torres Ríos,Aram Khachaturian,-1.7227,0.0,0.0,0.0043,0.0043,0.0018,0.0018,1.9026,1.9026,0.0,1.9026,1.9026,0.0,0.0,0.0001,0.0,0.0001
2wikimultihopqa,Where does the director of film A Nest Of Noblemen work at?,standard,positive,False,False,False,flat_fallback,24,4,Peter Greenaway,Nanni Loy,-0.293,1.0,1.0,0.0017,0.0017,0.0013,0.0013,1.9609,1.9609,0.0,1.9609,1.9609,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Where does the director of film A Nest Of Noblemen work at?,standard,negative,False,False,False,flat_fallback,24,1,Peter Greenaway,Vladimir Gardin,-0.1015,0.0,0.0,0.0017,0.0017,0.0019,0.0019,1.9609,1.9609,0.0,1.9609,1.9609,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",standard,positive,False,False,True,dependency,38,1,Christine of Hesse-Kassel (1578–1658),"Wilhelm Heinrich, Duke of Saxe-Eisenach",-2.6993,1.0,1.0,0.0086,0.0249,0.3052,0.2947,2.9705,2.9705,0.0,2.9757,2.9757,0.0,0.0,-0.0015,0.0,-0.0036
2wikimultihopqa,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",standard,positive,False,False,True,dependency,38,7,Christine of Hesse-Kassel (1578–1658),Fredericka Elisabeth of Saxe-Eisenach,-2.4278,1.0,1.0,0.0086,0.0249,0.1249,0.1938,2.9705,2.9705,0.0,2.9757,2.9757,0.0,0.0,-0.002,0.0,-0.0021
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,positive,True,False,True,dependency,33,7,James Franco,Roger Corman,1.8769,1.0,1.0,0.0711,0.1416,0.0162,0.025,2.9982,2.9982,0.0,2.9916,2.9916,0.0,0.0,0.0,0.0,0.0004
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,negative,False,False,True,dependency,44,2,Jonathan Demme,Gia Coppola,-4.499,0.0,0.0,0.0065,0.0077,0.1494,0.0919,2.9982,2.9982,0.0,2.9916,2.9916,0.0,0.0,-0.0001,0.0,-0.0004
2wikimultihopqa,Who is the father of the director of film Palo Alto (2013 Film)?,standard,positive,False,False,True,dependency,44,7,Jonathan Demme,Roger Corman,-1.9277,1.0,1.0,0.0065,0.0077,0.0162,0.025,2.9982,2.9982,0.0,2.9916,2.9916,0.0,0.0,-0.0,0.0,-0.0001
2wikimultihopqa,Who is the spouse of the director of film My Three Merry Widows?,standard,positive,False,False,False,flat_fallback,84,4,Fernando Cortés,My Wife's Best Friend,3.2031,1.0,1.0,0.0014,0.0014,0.0001,0.0001,1.9887,1.9887,0.0,1.9887,1.9887,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Who is the spouse of the director of film My Three Merry Widows?,standard,positive,True,True,False,flat_fallback,84,1,Fernando Cortés,The Very Merry Widows,3.5781,1.0,1.0,0.0014,0.0014,0.0569,0.0569,1.9887,1.9884,-0.0003,1.9887,1.9884,-0.0003,0.0,-0.0003,0.0,-0.0003
2wikimultihopqa,Where was the husband of Joanna Elisabeth Of Holstein-Gottorp born?,standard,negative,False,False,True,dependency,50,3,Fredericka Elisabeth of Saxe-Eisenach,"Christian August of Holstein-Gottorp, Prince of Eutin",-1.6172,0.0,0.0,0.0053,0.005,0.0368,0.0483,3.9856,3.9856,0.0,3.9109,3.9109,0.0,0.0,-0.0002,0.0,-0.0013
2wikimultihopqa,Where was the place of death of Abdul-Aziz Bin Muhammad's father?,standard,negative,False,False,True,dependency,15,9,Hasan ibn Ali,Abd al-Aziz ibn Marwan,-0.9844,0.0,0.0,0.0054,0.0076,0.034,0.0326,1.8763,1.8763,0.0,1.2118,1.2118,0.0,0.0,-0.013,0.0,-0.0308
2wikimultihopqa,Where did Saw Thanda's husband die?,standard,negative,False,False,True,dependency,25,7,George Tupou V,Dibyasambandh,0.4141,0.0,0.0,0.0022,0.002,0.0042,0.0013,0.504,0.504,0.0,0.3153,0.3153,0.0,0.0,-0.0006,0.0,0.0013
2wikimultihopqa,Where did Saw Thanda's husband die?,standard,negative,True,False,True,dependency,25,4,George Tupou V,Maha Nawrahta,1.0,0.0,0.0,0.0022,0.002,0.0058,0.0038,0.504,0.504,0.0,0.3153,0.3153,0.0,0.0,-0.0028,0.0,-0.0015
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,False,False,True,dependency,28,9,Jingle All the Way,Michael Lehmann,1.1328,0.0,0.0,0.0013,0.0028,0.001,0.0045,3.0,3.0,0.0,3.0,3.0,0.0,0.0,-0.0,0.0,-0.0
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,True,False,True,dependency,28,7,Jingle All the Way,The Return of Swamp Thing,1.6367,0.0,0.0,0.0013,0.0028,0.0003,0.0012,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake? ",standard,negative,False,False,True,dependency,35,9,Jim Wynorski,Michael Lehmann,-0.2695,0.0,0.0,0.0011,0.0019,0.001,0.0045,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.0
2wikimultihopqa,What nationality is the performer of song Am I Wrong (Étienne De Crécy Song)?,standard,negative,False,False,False,flat_fallback,39,6,Ayumi Hamasaki,Kristian Leontiou,-0.2891,0.0,0.0,0.0333,0.0333,0.0143,0.0143,1.9954,1.9954,0.0,1.9954,1.9954,0.0,0.0,0.0001,0.0,0.0001
2wikimultihopqa,What nationality is the performer of song Am I Wrong (Étienne De Crécy Song)?,standard,negative,True,False,False,flat_fallback,39,9,Ayumi Hamasaki,Changed It,0.2402,0.0,0.0,0.0333,0.0333,0.02,0.02,1.9954,1.9954,0.0,1.9954,1.9954,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Was Angus Wagner or Juan Carlos Falcón born first?,standard,positive,False,False,True,dependency,40,3,Fulgencio Batista,"Juan Carlos (footballer, born 1965)",-0.7187,1.0,1.0,0.0011,0.001,0.0007,0.001,3.9999,3.9999,0.0,3.9997,3.9997,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,Was Angus Wagner or Juan Carlos Falcón born first?,standard,positive,True,False,True,dependency,40,8,Fulgencio Batista,Alberto Falcón,0.1367,1.0,1.0,0.0011,0.001,0.0006,0.0008,3.9999,3.9999,0.0,3.9997,3.9997,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,False,False,False,flat_fallback,46,2,Aleksander Ford,Lina Wertmüller,0.2344,0.0,0.0,0.0011,0.0011,0.0003,0.0003,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",standard,negative,False,True,False,flat_fallback,46,4,Aleksander Ford,Alice Guy-Blaché,0.8047,0.0,0.0,0.0011,0.0011,0.0006,0.0006,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
