dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,claim_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,earliest_unsupported_claim_id,earliest_unsupported_claim_text,gain_verifier_verdict,action_skip_reason,action_should_swap,preservation_unique_support_claim_ids
musique,What year did the publisher of Labyrinth end?,standard,positive,True,False,flat_fallback,55,8,The Lord of the Rings,Spectrum HoloByte,0.75,1.0,1.0,v1,Evidence about labyrinth. Question: What year did the publisher of Labyrinth end?,,gain_verifier_reject,False,[]
musique,Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,standard,positive,False,False,heuristic_tiers,29,8,Riverside Plaza,Gulf of Mexico,-8.4688,0.0,0.8,t1_f1,Identify the bridge entity or relation involving southeast library. Question: Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,,gain_verifier_reject,False,[]
musique,Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,standard,positive,False,False,heuristic_tiers,29,7,Riverside Plaza,Gulf of Mexico,-8.1758,0.0,0.4,t1_f1,Identify the bridge entity or relation involving southeast library. Question: Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,,gain_verifier_reject,False,[]
musique,Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,standard,positive,False,False,heuristic_tiers,96,8,Ohio River,Gulf of Mexico,-6.336,0.0,0.3333,t1_f1,Identify the bridge entity or relation involving southeast library. Question: Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,,gain_verifier_reject,False,[]
musique,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,standard,negative,True,True,flat_fallback,67,5,New York City,"Richmond, Virginia",1.9922,0.0,0.0,v1,Evidence about vilaiyaadu mankatha. Question: When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,,gain_verifier_reject,False,[]
musique,How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,standard,negative,True,False,heuristic_tiers,16,6,Portugal,British Empire,1.168,0.0,0.0,t1_f1,Identify the bridge entity or relation involving somali. Question: How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,,gain_verifier_reject,False,[]
musique,What is the birthplace of the person after whom São José dos Campos was named?,standard,negative,False,False,flat_fallback,99,1,Modern history,José Pinto Coelho,1.4024,0.0,0.0,v1,Evidence about jos. Question: What is the birthplace of the person after whom São José dos Campos was named?,,gain_verifier_reject,False,[]
musique,What is the birthplace of the person after whom São José dos Campos was named?,standard,negative,True,False,flat_fallback,99,9,Modern history,Mission San Carlos Borromeo de Carmelo,1.5235,0.0,0.0,v1,Evidence about jos. Question: What is the birthplace of the person after whom São José dos Campos was named?,,gain_verifier_reject,False,[]
musique,What company succeeded the owner of Empire Sports Network?,standard,negative,False,False,flat_fallback,59,1,Manchester City F.C.,NBCSN,0.3008,0.0,0.0,v1,Evidence about empire sports network. Question: What company succeeded the owner of Empire Sports Network?,,gain_verifier_reject,False,[]
musique,What company succeeded the owner of Empire Sports Network?,standard,negative,True,False,flat_fallback,59,8,Manchester City F.C.,EA Sports,0.8984,0.0,0.0,v1,Evidence about empire sports network. Question: What company succeeded the owner of Empire Sports Network?,,gain_verifier_reject,False,[]
musique,When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,standard,positive,False,False,flat_fallback,53,3,Utrecht,Palau Güell,-3.2539,1.0,1.0,v1,Evidence about perdiguera. Question: When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,,gain_verifier_reject,False,[]
musique,When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,standard,positive,False,False,flat_fallback,53,5,Utrecht,Josep Domènech i Estapà,-0.125,1.0,1.0,v1,Evidence about perdiguera. Question: When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,,gain_verifier_reject,False,[]
musique,When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,standard,positive,False,False,flat_fallback,81,3,Modern history,Palau Güell,-3.4063,1.0,1.0,v1,Evidence about perdiguera. Question: When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,,gain_verifier_reject,False,[]
musique,When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,standard,positive,False,False,flat_fallback,81,5,Modern history,Josep Domènech i Estapà,-0.2774,1.0,1.0,v1,Evidence about perdiguera. Question: When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,,gain_verifier_reject,False,[]
musique,Who is the mascot of the university related to Randy Conrads?,standard,positive,False,False,flat_fallback,69,7,Mickey Mouse,Leo Harris,-1.0254,1.0,1.0,v1,Evidence about randy conrads. Question: Who is the mascot of the university related to Randy Conrads?,,gain_verifier_reject,False,[]
musique,"What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",standard,positive,False,False,flat_fallback,81,7,Victor-class submarine,USS Rhodes (DE-384),-6.5234,1.0,1.0,v1,"Evidence about u s. Question: What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",,gain_verifier_reject,False,[]
musique,"What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",standard,positive,False,False,flat_fallback,82,7,Separation of powers under the United States Constitution,USS Rhodes (DE-384),-3.3789,1.0,1.0,v1,"Evidence about u s. Question: What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",,gain_verifier_reject,False,[]
musique,"What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",standard,positive,False,False,flat_fallback,82,4,Separation of powers under the United States Constitution,USS Holder (DE-401),-3.1875,1.0,1.0,v1,"Evidence about u s. Question: What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",,gain_verifier_reject,False,[]
musique,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,standard,positive,False,False,flat_fallback,65,5,Modern history,Pedro Álvares Cabral,-1.0859,1.0,1.0,v1,Evidence about italian. Question: Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,,gain_verifier_reject,False,[]
musique,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,standard,positive,False,False,flat_fallback,65,9,Modern history,History of the west coast of North America,-0.9688,1.0,1.0,v1,Evidence about italian. Question: Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,,gain_verifier_reject,False,[]
musique,Who is the spouse of Young Man Luther's author?,standard,negative,False,False,flat_fallback,38,7,Reformation,Margaret Knox,-4.3008,0.0,0.0,v1,Evidence about young man luther. Question: Who is the spouse of Young Man Luther's author?,,gain_verifier_reject,False,[]
musique,Who is the spouse of Young Man Luther's author?,standard,negative,False,False,flat_fallback,38,8,Reformation,Sarah Stewart (author),-4.125,0.0,0.0,v1,Evidence about young man luther. Question: Who is the spouse of Young Man Luther's author?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,standard,positive,False,False,heuristic_tiers,81,4,Portrait of Lavinia Vecellio,Black Death,-6.8809,1.0,1.0,t1_f1,Identify the bridge entity or relation involving the bacchanal. Question: How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,standard,positive,False,False,heuristic_tiers,81,2,Portrait of Lavinia Vecellio,Black Death,-6.5488,1.0,1.0,t1_f1,Identify the bridge entity or relation involving the bacchanal. Question: How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,standard,positive,False,False,heuristic_tiers,30,4,Huns,Black Death,-2.0254,1.0,1.0,t1_f1,Identify the bridge entity or relation involving the bacchanal. Question: How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,,gain_verifier_reject,False,[]
musique,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,standard,positive,False,False,flat_fallback,77,4,Cold War,Korean War,-2.3965,1.0,1.0,v1,Evidence about directive 10 2. Question: Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,,gain_verifier_reject,False,[]
musique,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,standard,negative,False,False,flat_fallback,77,6,Cold War,Korean War,-1.8125,0.0,0.0,v1,Evidence about directive 10 2. Question: Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,,gain_verifier_reject,False,[]
musique,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,standard,positive,False,False,flat_fallback,72,6,Pacific War,Korean War,-6.2305,1.0,1.0,v1,Evidence about directive 10 2. Question: Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,,gain_verifier_reject,False,[]
musique,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,standard,positive,False,False,flat_fallback,71,4,Modern history,Korean War,-6.2559,1.0,1.0,v1,Evidence about directive 10 2. Question: Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,,gain_verifier_reject,False,[]
musique,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,standard,positive,False,False,flat_fallback,71,6,Modern history,Korean War,-5.6719,1.0,1.0,v1,Evidence about directive 10 2. Question: Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,,gain_verifier_reject,False,[]
musique,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,standard,positive,False,False,heuristic_tiers,99,0,Gone Girl (novel),Forrest Gump,-3.7227,0.0,0.0016,t1_f1,Identify the bridge entity or relation involving greenwood. Question: When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,,gain_verifier_reject,False,[]
musique,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,standard,positive,False,False,heuristic_tiers,99,5,Gone Girl (novel),Beverly Loraine Greene,-1.918,1.0,1.0,t1_f1,Identify the bridge entity or relation involving greenwood. Question: When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,,gain_verifier_reject,False,[]
musique,Who is played by the director of The Good Shepherd in The Godfather?,standard,positive,False,False,heuristic_tiers,29,4,The Bourne Legacy (film),Tom Hagen,-5.6758,1.0,1.0,t1_f1,Identify the bridge entity or relation involving the good shepherd. Question: Who is played by the director of The Good Shepherd in The Godfather?,,gain_verifier_reject,False,[]
musique,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,standard,negative,False,False,flat_fallback,38,9,History of science,Near East,-4.1993,0.0,0.0,v1,Evidence about near east. Question: When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,,gain_verifier_reject,False,[]
musique,How did did the people fare during the reign of the abolisher of sati partha in India?,standard,negative,False,False,flat_fallback,80,9,Delhi,Nawabs of Bengal and Murshidabad,-1.2851,0.0,0.0,v1,Evidence about india. Question: How did did the people fare during the reign of the abolisher of sati partha in India?,,gain_verifier_reject,False,[]
musique,How did did the people fare during the reign of the abolisher of sati partha in India?,standard,positive,False,False,flat_fallback,45,9,British Empire,Nawabs of Bengal and Murshidabad,0.4453,0.0,0.0769,v1,Evidence about india. Question: How did did the people fare during the reign of the abolisher of sati partha in India?,,gain_verifier_reject,False,[]
musique,How did did the people fare during the reign of the abolisher of sati partha in India?,standard,positive,True,False,flat_fallback,45,5,British Empire,Indian Rebellion of 1857,0.6914,0.0,0.1818,v1,Evidence about india. Question: How did did the people fare during the reign of the abolisher of sati partha in India?,,gain_verifier_reject,False,[]
musique,How did did the people fare during the reign of the abolisher of sati partha in India?,standard,positive,False,False,flat_fallback,54,9,Warren Hastings,Nawabs of Bengal and Murshidabad,-1.9726,0.0,0.125,v1,Evidence about india. Question: How did did the people fare during the reign of the abolisher of sati partha in India?,,gain_verifier_reject,False,[]
musique,What is the position of the 1st governor general of India?,standard,positive,False,False,flat_fallback,12,0,Nawabs of Bengal and Murshidabad,Governor-General of India,-5.7539,1.0,1.0,v1,Evidence about india. Question: What is the position of the 1st governor general of India?,,gain_verifier_reject,False,[]
musique,What is the position of the 1st governor general of India?,standard,positive,False,False,flat_fallback,52,5,Jallianwala Bagh massacre,Governor-General of India,-9.2695,1.0,1.0,v1,Evidence about india. Question: What is the position of the 1st governor general of India?,,gain_verifier_reject,False,[]
musique,What is the position of the 1st governor general of India?,standard,positive,False,False,flat_fallback,44,0,British Empire,Governor-General of India,-9.4141,1.0,1.0,v1,Evidence about india. Question: What is the position of the 1st governor general of India?,,gain_verifier_reject,False,[]
musique,What is the position of the 1st governor general of India?,standard,positive,False,False,flat_fallback,44,5,British Empire,Governor-General of India,-8.7578,1.0,1.0,v1,Evidence about india. Question: What is the position of the 1st governor general of India?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,52,9,Founding Fathers of the United States,Chester Alan Arthur II,-1.1953,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,52,3,Founding Fathers of the United States,William Howard Taft,-0.9336,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,59,9,Women's suffrage in the United States,Chester Alan Arthur II,-5.1758,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,59,3,Women's suffrage in the United States,William Howard Taft,-4.9141,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,97,9,2004 United States presidential election,Chester Alan Arthur II,-2.0508,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,standard,positive,False,False,flat_fallback,97,3,2004 United States presidential election,William Howard Taft,-1.7891,1.0,1.0,v1,Evidence about american. Question: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,52,4,Dell,Macintosh,-4.4726,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,52,5,Dell,USB,-3.5585,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,99,4,Robert J. Bach,Macintosh,-6.9258,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,99,5,Robert J. Bach,USB,-6.0117,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,16,4,IPod Nano,Macintosh,-3.4414,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,standard,positive,False,False,flat_fallback,16,5,IPod Nano,USB,-2.5273,1.0,1.0,v1,Evidence about firewire. Question: What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,18,1,1998 Milwaukee Brewers season,Major League Baseball draft,-5.2363,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,18,7,1998 Milwaukee Brewers season,NBA high school draftees,-4.0761,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,57,1,Houston Astros,Major League Baseball draft,-3.7637,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,57,7,Houston Astros,NBA high school draftees,-2.6035,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,88,1,Willie Mays,Major League Baseball draft,-5.1973,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,standard,positive,False,False,flat_fallback,88,7,Willie Mays,NBA high school draftees,-4.0371,1.0,1.0,v1,Evidence about 1999. Question: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,,gain_verifier_reject,False,[]
musique,The Commission of Truth and Friendship established governments for Bustami's birth country and a second country that had who as president after declaring independence?,standard,negative,True,False,flat_fallback,48,7,Armenians,Giorgi Chanturia,0.3008,0.0,0.0,v1,Evidence about bustami. Question: The Commission of Truth and Friendship established governments for Bustami's birth country and a second country that had who as president after declaring independence?,,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,13,2,Military history of France,Middle Ages,-3.4463,0.0,0.6667,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,13,7,Military history of France,Holy Roman Empire,-3.4121,1.0,1.0,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,19,2,Peace of Augsburg,Middle Ages,-4.583,0.0,0.6667,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,19,7,Peace of Augsburg,Holy Roman Empire,-4.5488,1.0,1.0,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,17,2,Anno Domini,Middle Ages,-4.8721,0.0,0.6667,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",standard,positive,False,False,heuristic_tiers,17,7,Anno Domini,Holy Roman Empire,-4.8379,1.0,1.0,t1_f1,"Identify the bridge entity or relation involving auctor. Question: What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",,gain_verifier_reject,False,[]
musique,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",standard,negative,False,False,flat_fallback,97,0,2004 United States presidential election,Compromise of 1877,-4.998,0.0,0.0,v1,"Evidence about house. Question: When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",,gain_verifier_reject,False,[]
musique,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",standard,negative,False,False,flat_fallback,38,5,First Indochina War,1946 United States House of Representatives elections,-3.2559,0.0,0.0,v1,"Evidence about house. Question: When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",,gain_verifier_reject,False,[]
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,15,7,Texas Revolution,President of the Confederate States of America,-6.7579,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,15,9,Texas Revolution,Jefferson Davis,-6.2808,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
musique,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,standard,positive,False,False,flat_fallback,69,7,Separation of powers under the United States Constitution,President of the Confederate States of America,-9.9532,1.0,1.0,v1,Evidence about mexican american. Question: When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,,gain_verifier_reject,False,[]
